Frequency,Channel A,Channel B,Channel C,Channel D
(kHz),(dBu),(dBu),(dBu),(dBu)

0.00000000,-44.85968000,-25.53294000,17.78036000,-2.16283100
0.00061035,-52.40726000,-33.00033000,10.26449000,-9.63233900
0.00122070,-68.22243000,-48.39515000,-5.65206000,-25.10759000
0.00183105,-86.31517000,-74.37466000,-66.75839000,-53.83501000
0.00244141,-81.81422000,-86.46062000,-71.50327000,-69.76329000
0.00305176,-83.76189000,-81.45013000,-66.74643000,-52.97065000
0.00366211,-86.90940000,-84.67136000,-62.74660000,-56.54883000
0.00427246,-84.40770000,-84.15453000,-62.89563000,-67.96750000
0.00488281,-85.04334000,-79.30701000,-68.43549000,-59.33047000
0.00549316,-88.42269000,-86.88934000,-92.18956000,-63.32157000
0.00610352,-85.21865000,-78.61074000,-81.58260000,-51.87923000
0.00671387,-80.92495000,-75.16667000,-74.32648000,-50.03813000
0.00732422,-78.03011000,-77.35907000,-71.58420000,-52.21986000
0.00793457,-78.60709000,-79.39323000,-72.10425000,-54.48835000
0.00854492,-81.50175000,-79.95639000,-71.74664000,-56.41479000
0.00915527,-83.30814000,-76.87070000,-69.62408000,-53.02780000
0.00976563,-80.84087000,-75.56806000,-67.17778000,-50.81672000
0.01037598,-82.98662000,-78.56108000,-64.40390000,-53.25597000
0.01098633,-85.24781000,-82.99290000,-66.56065000,-58.43010000
0.01159668,-85.65228000,-82.37912000,-74.54984000,-60.01047000
0.01220703,-87.78413000,-80.63635000,-75.15257000,-57.29067000
0.01281738,-87.14886000,-80.74902000,-82.16724000,-57.31244000
0.01342773,-81.18163000,-83.70836000,-78.85149000,-67.19735000
0.01403809,-82.72536000,-79.80293000,-75.86954000,-56.71630000
0.01464844,-97.87439000,-78.73725000,-80.34003000,-54.38040000
0.01525879,-90.98740000,-83.58028000,-67.08285000,-58.63682000
0.01586914,-88.70033000,-82.74141000,-65.68851000,-60.18396000
0.01647949,-91.04194000,-80.61080000,-72.85468000,-58.02629000
0.01708984,-91.87923000,-79.75367000,-72.17833000,-57.06452000
0.01770020,-88.53275000,-80.92578000,-76.19407000,-56.82069000
0.01831055,-83.96822000,-88.00953000,-74.55038000,-62.12723000
0.01892090,-87.37997000,-91.43050000,-68.40107000,-65.69408000
0.01953125,-84.99557000,-98.25783000,-64.25080000,-61.44471000
0.02014160,-84.76476000,-90.12162000,-63.55265000,-66.84019000
0.02075195,-84.06968000,-82.39835000,-67.55745000,-59.67724000
0.02136230,-81.61877000,-81.37912000,-65.65477000,-55.85477000
0.02197266,-83.72372000,-83.57581000,-61.82442000,-56.37669000
0.02258301,-88.53802000,-82.59166000,-61.31015000,-57.63328000
0.02319336,-91.29731000,-78.48390000,-63.21154000,-54.93038000
0.02380371,-89.18214000,-82.51497000,-66.79328000,-57.61922000
0.02441406,-87.91438000,-90.48600000,-72.99316000,-61.33661000
0.02502441,-93.04988000,-97.73354000,-76.04460000,-70.91024000
0.02563477,-107.31450000,-93.73546000,-66.93892000,-73.04917000
0.02624512,-95.86438000,-82.30620000,-64.38374000,-58.28836000
0.02685547,-88.57256000,-77.44622000,-66.84295000,-53.44020000
0.02746582,-87.77083000,-74.85768000,-71.50570000,-50.23205000
0.02807617,-91.87071000,-78.31265000,-66.47513000,-53.99907000
0.02868652,-65.32697000,-41.45675000,-62.30087000,-17.07808000
0.02929688,-46.77956000,-23.07336000,-64.47808000,1.30847000
0.02990723,-40.81817000,-17.13480000,-68.01128000,7.24765500
0.03051758,-43.91375000,-20.25234000,-73.15636000,4.13043800
0.03112793,-57.59192000,-34.00665000,-87.88863000,-9.62092600
0.03173828,-85.74171000,-77.81708000,-76.41412000,-53.52469000
0.03234863,-86.01065000,-82.33522000,-71.23582000,-60.95850000
0.03295898,-96.63566000,-78.19695000,-68.09695000,-53.95451000
0.03356934,-94.12343000,-80.93533000,-68.19054000,-56.90893000
0.03417969,-91.20605000,-79.45528000,-77.16299000,-55.69141000
0.03479004,-96.97488000,-82.24969000,-77.15171000,-59.02533000
0.03540039,-90.80186000,-80.85980000,-81.12034000,-58.77075000
0.03601074,-95.51582000,-84.42262000,-97.33277000,-63.63306000
0.03662109,-105.09730000,-93.31097000,-78.42740000,-61.98723000
0.03723145,-89.97241000,-88.95320000,-69.36322000,-69.54300000
0.03784180,-85.34064000,-93.97754000,-69.78951000,-68.91736000
0.03845215,-85.07730000,-87.59683000,-81.24689000,-65.51707000
0.03906250,-88.91219000,-84.40578000,-69.95232000,-60.03914000
0.03967285,-87.41563000,-83.03921000,-70.88526000,-57.46799000
0.04028320,-87.33636000,-84.80958000,-71.50906000,-61.87661000
0.04089355,-87.22374000,-85.07045000,-70.72955000,-70.68784000
0.04150391,-86.64098000,-92.18771000,-73.20298000,-75.20766000
0.04211426,-89.11584000,-99.51995000,-85.32205000,-71.84999000
0.04272461,-92.02050000,-89.15433000,-90.81056000,-67.30235000
0.04333496,-91.05450000,-83.51617000,-78.13344000,-62.01350000
0.04394531,-82.25970000,-93.51093000,-73.66460000,-76.80667000
0.04455566,-79.58437000,-86.36086000,-78.57745000,-61.78096000
0.04516602,-83.47619000,-83.49678000,-69.45110000,-58.77490000
0.04577637,-94.31988000,-89.37268000,-66.04336000,-61.11988000
0.04638672,-87.59499000,-94.54045000,-69.81519000,-66.19483000
0.04699707,-84.94659000,-90.52155000,-76.45316000,-61.93146000
0.04760742,-92.90214000,-89.75217000,-74.26511000,-62.29053000
0.04821777,-89.87381000,-88.28888000,-71.44932000,-60.91864000
0.04882813,-74.77607000,-58.35001000,-87.62236000,-34.64439000
0.04943848,-58.52425000,-43.98347000,-60.58228000,-20.39318000
0.05004883,-54.49356000,-40.35621000,-55.32047000,-16.81134000
0.05065918,-59.25368000,-45.71420000,-58.52095000,-22.20202000
0.05126953,-73.88048000,-62.99274000,-67.45843000,-39.46013000
0.05187988,-88.66605000,-86.03009000,-68.45576000,-56.83563000
0.05249023,-85.06548000,-83.94437000,-64.27746000,-55.87069000
0.05310059,-81.78839000,-82.70583000,-64.35973000,-59.32045000
0.05371094,-89.46082000,-89.35454000,-68.98309000,-73.38225000
0.05432129,-92.70486000,-88.18166000,-77.18710000,-76.08145000
0.05493164,-98.03826000,-85.70566000,-71.13088000,-65.91466000
0.05554199,-88.90006000,-89.40224000,-69.62186000,-64.37928000
0.05615234,-86.20636000,-95.06247000,-70.46915000,-64.38102000
0.05676270,-89.48650000,-88.88361000,-73.74538000,-60.52769000
0.05737305,-83.89828000,-86.75610000,-71.36624000,-59.58835000
0.05798340,-80.61961000,-97.96203000,-70.87422000,-64.62212000
0.05859375,-84.12689000,-91.68316000,-84.04075000,-74.65134000
0.05920410,-113.91920000,-80.51111000,-72.58109000,-56.05738000
0.05981445,-87.38473000,-74.53810000,-80.90885000,-50.38543000
0.06042480,-86.53867000,-76.17915000,-77.85965000,-52.00252000
0.06103516,-89.60504000,-84.76356000,-81.45682000,-59.62353000
0.06164551,-94.91771000,-89.59818000,-70.14711000,-68.32614000
0.06225586,-83.84161000,-83.59328000,-72.55510000,-67.81188000
0.06286621,-84.43271000,-84.58291000,-76.40662000,-69.47358000
0.06347656,-89.21324000,-87.27666000,-71.99492000,-64.52585000
0.06408691,-85.32433000,-83.29633000,-82.88303000,-61.16146000
0.06469727,-89.97804000,-89.24452000,-71.24754000,-67.99341000
0.06530762,-92.33522000,-85.49609000,-80.35909000,-65.23559000
0.06591797,-92.85207000,-82.73715000,-73.31541000,-63.26781000
0.06652832,-91.39767000,-84.43276000,-70.39883000,-64.81051000
0.06713867,-86.13445000,-81.44884000,-73.47304000,-59.29539000
0.06774902,-85.44590000,-79.82261000,-76.88416000,-58.80206000
0.06835938,-87.85495000,-85.86654000,-72.88589000,-75.40967000
0.06896973,-99.04914000,-87.03284000,-72.44863000,-57.45657000
0.06958008,-104.55920000,-80.87366000,-68.50452000,-53.61144000
0.07019043,-94.89032000,-83.99019000,-64.51549000,-54.11570000
0.07080078,-89.69463000,-93.34677000,-66.28617000,-57.59698000
0.07141113,-94.80396000,-93.38344000,-78.63656000,-61.64406000
0.07202148,-86.95321000,-93.44852000,-85.22897000,-67.31872000
0.07263184,-89.29955000,-84.19013000,-72.73276000,-64.43972000
0.07324219,-84.56944000,-84.12735000,-72.94537000,-63.71759000
0.07385254,-87.76852000,-90.60853000,-70.19090000,-65.35931000
0.07446289,-92.34230000,-100.09940000,-65.51283000,-67.33875000
0.07507324,-91.40804000,-97.90584000,-71.05752000,-84.36369000
0.07568359,-105.35450000,-92.65504000,-75.71653000,-69.66095000
0.07629395,-85.49104000,-87.36859000,-70.97603000,-66.38635000
0.07690430,-86.18031000,-84.98565000,-75.65060000,-63.11428000
0.07751465,-86.77287000,-96.14770000,-82.20580000,-68.19859000
0.07812500,-83.59070000,-89.40654000,-75.84386000,-63.52146000
0.07873535,-85.50043000,-95.66702000,-75.81044000,-65.14909000
0.07934570,-81.35303000,-91.88618000,-81.29271000,-66.24075000
0.07995605,-77.74509000,-84.33656000,-72.36085000,-61.50142000
0.08056641,-76.47162000,-82.88483000,-69.23633000,-63.99420000
0.08117676,-78.97757000,-86.79893000,-77.34561000,-62.82390000
0.08178711,-82.68832000,-94.54693000,-76.13933000,-64.96444000
0.08239746,-79.60136000,-94.06883000,-87.23241000,-81.68652000
0.08300781,-82.48092000,-91.20209000,-70.70537000,-73.03158000
0.08361816,-86.54424000,-83.91808000,-68.41936000,-66.73810000
0.08422852,-88.62923000,-82.51964000,-71.22475000,-61.14670000
0.08483887,-89.27525000,-87.65498000,-70.48051000,-63.03001000
0.08544922,-92.51317000,-91.49486000,-66.66268000,-67.77762000
0.08605957,-87.32823000,-84.95969000,-67.18576000,-68.50414000
0.08666992,-84.30153000,-87.21532000,-70.03578000,-75.77191000
0.08728027,-90.49799000,-95.82989000,-68.66060000,-77.32557000
0.08789063,-89.75809000,-95.42748000,-70.15029000,-74.87495000
0.08850098,-93.04237000,-86.47430000,-70.12421000,-63.09447000
0.08911133,-87.13314000,-72.59431000,-74.45332000,-48.66918000
0.08972168,-81.31302000,-65.50116000,-65.06404000,-41.15385000
