Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-39.30263000,-10.33894000
0.00061035,-46.59527000,-17.75147000
0.00122070,-60.65395000,-32.74119000
0.00183105,-81.04020000,-56.37926000
0.00244141,-76.91454000,-49.45409000
0.00305176,-79.01727000,-52.83504000
0.00366211,-87.62719000,-76.95631000
0.00427246,-80.22481000,-58.46806000
0.00488281,-78.78825000,-53.78394000
0.00549316,-82.96751000,-58.07234000
0.00610352,-76.61703000,-54.13383000
0.00671387,-79.98700000,-54.39310000
0.00732422,-82.98804000,-53.99367000
0.00793457,-80.74845000,-53.75388000
0.00854492,-83.04919000,-60.21289000
0.00915527,-76.78464000,-56.04010000
0.00976563,-73.23315000,-53.94473000
0.01037598,-75.60957000,-56.11998000
0.01098633,-79.02438000,-54.75289000
0.01159668,-77.48814000,-52.77378000
0.01220703,-75.49286000,-52.66084000
0.01281738,-76.27076000,-53.27377000
0.01342773,-79.76267000,-55.43781000
0.01403809,-80.63251000,-57.55124000
0.01464844,-80.45781000,-60.04597000
0.01525879,-89.09901000,-66.62236000
0.01586914,-87.22293000,-71.09568000
0.01647949,-84.83689000,-61.36910000
0.01708984,-85.10190000,-64.66620000
0.01770020,-84.63828000,-69.76110000
0.01831055,-84.04527000,-62.56723000
0.01892090,-83.00035000,-64.05213000
0.01953125,-77.44523000,-56.96114000
0.02014160,-81.02486000,-56.69907000
0.02075195,-85.40086000,-58.66391000
0.02136230,-82.49841000,-53.57182000
0.02197266,-80.87548000,-52.88341000
0.02258301,-80.97202000,-56.28097000
0.02319336,-82.63152000,-61.48152000
0.02380371,-80.48809000,-55.49786000
0.02441406,-79.30401000,-52.85839000
0.02502441,-80.91927000,-54.84311000
0.02563477,-81.88796000,-56.13773000
0.02624512,-84.43920000,-64.02609000
0.02685547,-75.30373000,-53.11330000
0.02746582,-77.55873000,-53.09763000
0.02807617,-89.32893000,-64.36195000
0.02868652,-41.31953000,-16.92250000
0.02929688,-22.87574000,1.52730200
0.02990723,-16.93263000,7.47269100
0.03051758,-20.04390000,4.36139000
0.03112793,-33.76320000,-9.36658900
0.03173828,-75.51866000,-50.46347000
0.03234863,-83.85182000,-54.29375000
0.03295898,-77.77092000,-57.88589000
0.03356934,-90.69127000,-61.89291000
0.03417969,-86.32758000,-62.23922000
0.03479004,-83.56385000,-57.57086000
0.03540039,-87.53192000,-68.69193000
0.03601074,-84.52156000,-64.90678000
0.03662109,-83.97649000,-62.53734000
0.03723145,-82.58777000,-60.07634000
0.03784180,-82.83409000,-68.64941000
0.03845215,-83.42447000,-71.17520000
0.03906250,-92.18369000,-58.56465000
0.03967285,-80.15735000,-53.88608000
0.04028320,-78.63193000,-56.71835000
0.04089355,-85.98082000,-67.03687000
0.04150391,-82.45363000,-59.07465000
0.04211426,-77.88649000,-54.27292000
0.04272461,-82.91089000,-57.55011000
0.04333496,-83.99395000,-62.61507000
0.04394531,-79.97723000,-58.03865000
0.04455566,-79.67043000,-56.41494000
0.04516602,-81.40582000,-58.66156000
0.04577637,-92.54600000,-76.28529000
0.04638672,-86.79676000,-62.40025000
0.04699707,-83.41729000,-60.30843000
0.04760742,-93.35465000,-66.41412000
0.04821777,-86.41537000,-60.31988000
0.04882813,-65.87630000,-44.84623000
0.04943848,-51.16961000,-29.23043000
0.05004883,-47.28407000,-25.19860000
0.05065918,-52.33334000,-30.10761000
0.05126953,-68.19733000,-45.16348000
0.05187988,-84.84211000,-59.05428000
0.05249023,-94.01562000,-66.04066000
0.05310059,-87.63541000,-58.37251000
0.05371094,-85.02518000,-57.45232000
0.05432129,-84.12994000,-64.09084000
0.05493164,-83.28059000,-63.22490000
0.05554199,-84.03812000,-62.00959000
0.05615234,-84.79840000,-62.95448000
0.05676270,-82.53220000,-59.64567000
0.05737305,-80.13748000,-57.13146000
0.05798340,-81.42664000,-60.51632000
0.05859375,-80.67619000,-62.68963000
0.05920410,-77.87360000,-63.05878000
0.05981445,-80.36586000,-67.99445000
0.06042480,-84.03888000,-66.70462000
0.06103516,-86.85642000,-63.25699000
0.06164551,-95.22111000,-61.14182000
0.06225586,-93.01816000,-63.35861000
0.06286621,-90.12321000,-63.38533000
0.06347656,-89.29832000,-69.24755000
0.06408691,-86.38525000,-79.75027000
0.06469727,-87.57813000,-67.18418000
0.06530762,-86.98701000,-64.30685000
0.06591797,-87.01008000,-66.41948000
0.06652832,-90.43710000,-59.88810000
0.06713867,-91.49799000,-63.90866000
0.06774902,-90.52608000,-73.63860000
0.06835938,-92.68531000,-69.47128000
0.06896973,-88.26332000,-65.54993000
0.06958008,-78.46864000,-55.87748000
0.07019043,-76.44922000,-55.62601000
0.07080078,-82.31952000,-62.50967000
0.07141113,-90.41305000,-65.43429000
0.07202148,-89.96898000,-64.43519000
0.07263184,-91.66401000,-72.48705000
0.07324219,-96.21075000,-73.56072000
0.07385254,-92.36866000,-68.00926000
0.07446289,-89.01249000,-69.07705000
0.07507324,-85.45269000,-66.73852000
0.07568359,-86.80540000,-66.84719000
0.07629395,-94.09443000,-77.57484000
0.07690430,-108.23920000,-70.22676000
0.07751465,-85.25150000,-66.02753000
0.07812500,-81.14732000,-62.34786000
0.07873535,-82.55882000,-62.68165000
0.07934570,-81.32642000,-59.73132000
0.07995605,-79.76580000,-58.39762000
0.08056641,-81.25950000,-65.52934000
0.08117676,-87.75002000,-78.59809000
0.08178711,-94.07639000,-67.71376000
0.08239746,-85.16603000,-63.84510000
0.08300781,-82.60323000,-61.90636000
0.08361816,-80.61402000,-62.07551000
0.08422852,-85.10995000,-67.89939000
0.08483887,-93.88519000,-66.37379000
0.08544922,-83.52829000,-65.10906000
0.08605957,-84.49651000,-66.09825000
0.08666992,-87.95140000,-66.20445000
0.08728027,-88.94389000,-64.90926000
0.08789063,-89.86271000,-64.08418000
0.08850098,-83.33147000,-69.37363000
0.08911133,-76.07809000,-48.84014000
0.08972168,-66.21556000,-39.68073000
0.09033203,-65.55534000,-40.21274000
0.09094238,-74.82500000,-50.70923000
0.09155273,-90.87473000,-68.93204000
0.09216309,-95.71193000,-68.62909000
0.09277344,-94.51832000,-64.45289000
0.09338379,-94.13443000,-65.10870000
0.09399414,-91.96281000,-67.18616000
0.09460449,-93.48443000,-73.84297000
0.09521484,-103.82150000,-69.87378000
0.09582520,-100.07280000,-70.44106000
0.09643555,-90.75491000,-70.20310000
0.09704590,-86.61170000,-72.37408000
0.09765625,-87.09315000,-77.29666000
0.09826660,-89.35522000,-68.16071000
0.09887695,-85.50809000,-63.21826000
0.09948730,-82.45132000,-55.77352000
0.10009766,-75.79309000,-53.93786000
0.10070801,-76.03381000,-62.54718000
0.10131836,-85.06275000,-66.34643000
0.10192871,-86.37331000,-61.82055000
0.10253906,-84.21785000,-65.14108000
0.10314941,-83.68208000,-65.54210000
0.10375977,-85.20210000,-64.04673000
0.10437012,-85.78911000,-69.40940000
0.10498047,-83.71783000,-68.01029000
0.10559082,-84.52960000,-70.75402000
0.10620117,-91.85945000,-75.51426000
0.10681152,-95.62297000,-72.12074000
0.10742188,-85.35338000,-72.93338000
0.10803223,-83.13400000,-75.41777000
0.10864258,-83.49197000,-73.30848000
0.10925293,-84.36417000,-71.89731000
0.10986328,-83.57759000,-61.68178000
0.11047363,-84.84818000,-62.38237000
0.11108398,-90.33891000,-70.10123000
0.11169434,-93.67921000,-77.20432000
0.11230469,-88.29752000,-67.85030000
0.11291504,-93.53426000,-67.40514000
0.11352539,-94.71773000,-65.56194000
0.11413574,-87.17424000,-63.00911000
0.11474609,-85.46980000,-61.96586000
0.11535645,-84.21998000,-64.12817000
0.11596680,-83.88208000,-77.11882000
0.11657715,-87.65255000,-66.92958000
0.11718750,-94.74919000,-69.02227000
0.11779785,-99.71992000,-73.18312000
0.11840820,-93.46124000,-77.48386000
0.11901855,-81.47867000,-58.71469000
0.11962891,-75.21471000,-49.63273000
0.12023926,-75.92133000,-48.78208000
0.12084961,-85.41953000,-56.26373000
0.12145996,-93.22894000,-76.90717000
0.12207031,-88.52943000,-72.34679000
0.12268066,-82.74042000,-71.68679000
0.12329102,-83.97716000,-66.52673000
0.12390137,-87.03918000,-68.66602000
0.12451172,-88.28266000,-73.01017000
0.12512207,-88.03300000,-66.52266000
0.12573242,-88.90308000,-65.63264000
0.12634277,-88.38265000,-65.07410000
0.12695313,-85.99984000,-68.72836000
0.12756348,-83.91220000,-76.29652000
0.12817383,-89.11491000,-74.18770000
0.12878418,-103.82150000,-71.41163000
0.12939453,-85.02162000,-66.85371000
0.13000488,-77.55953000,-59.81348000
0.13061523,-79.38991000,-66.54049000
0.13122559,-88.24210000,-66.04193000
0.13183594,-92.99788000,-65.22099000
0.13244629,-87.84184000,-71.96639000
0.13305664,-87.15104000,-71.86655000
0.13366699,-85.74731000,-68.68292000
0.13427734,-83.93010000,-75.38927000
0.13488770,-85.34386000,-71.38383000
0.13549805,-85.66566000,-74.97902000
0.13610840,-84.05193000,-66.91245000
0.13671875,-87.97308000,-65.62894000
0.13732910,-92.92382000,-69.32029000
0.13793945,-91.10310000,-76.75402000
0.13854980,-90.51407000,-82.76955000
0.13916016,-80.58353000,-65.17501000
0.13977051,-74.26550000,-56.67859000
0.14038086,-78.28851000,-57.77599000
0.14099121,-92.59544000,-69.55630000
0.14160156,-85.20339000,-79.72311000
0.14221191,-89.93504000,-81.46951000
0.14282227,-97.86417000,-70.08665000
0.14343262,-87.42667000,-65.35966000
0.14404297,-85.75247000,-63.33255000
0.14465332,-88.03834000,-67.49760000
0.14526367,-91.25235000,-81.98987000
0.14587402,-98.89464000,-89.36383000
0.14648438,-95.94865000,-77.25156000
