Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-42.38075000,-11.45285000
0.00061035,-50.17845000,-19.08780000
0.00122070,-66.22009000,-35.55801000
0.00183105,-71.01540000,-46.90532000
0.00244141,-76.50519000,-50.65936000
0.00305176,-90.65121000,-62.88248000
0.00366211,-78.82548000,-57.32539000
0.00427246,-81.83972000,-55.34326000
0.00488281,-84.50362000,-65.88876000
0.00549316,-78.36231000,-59.75002000
0.00610352,-76.02729000,-56.15661000
0.00671387,-75.23134000,-54.65834000
0.00732422,-78.74435000,-60.23610000
0.00793457,-78.67844000,-55.71475000
0.00854492,-77.85738000,-53.46610000
0.00915527,-80.13229000,-55.14734000
0.00976563,-87.43994000,-58.81531000
0.01037598,-79.92108000,-54.16798000
0.01098633,-86.03199000,-55.42194000
0.01159668,-83.19595000,-54.89926000
0.01220703,-79.22481000,-51.73695000
0.01281738,-77.25401000,-50.82014000
0.01342773,-77.66531000,-52.94955000
0.01403809,-81.92757000,-59.91339000
0.01464844,-83.67783000,-69.71314000
0.01525879,-79.64228000,-59.96289000
0.01586914,-87.47641000,-65.32948000
0.01647949,-85.41210000,-59.71142000
0.01708984,-81.93275000,-63.78383000
0.01770020,-84.43263000,-67.91248000
0.01831055,-92.21581000,-63.17392000
0.01892090,-85.52113000,-69.98431000
0.01953125,-82.87749000,-71.61098000
0.02014160,-84.88669000,-73.04648000
0.02075195,-83.63705000,-68.22496000
0.02136230,-83.35695000,-61.63061000
0.02197266,-87.07932000,-62.43267000
0.02258301,-90.69924000,-66.20301000
0.02319336,-93.31741000,-75.45222000
0.02380371,-85.69691000,-66.55526000
0.02441406,-80.28757000,-57.89877000
0.02502441,-77.49073000,-55.37204000
0.02563477,-84.93454000,-60.22588000
0.02624512,-82.87093000,-60.61623000
0.02685547,-79.75049000,-55.13374000
0.02746582,-85.13420000,-61.92313000
0.02807617,-83.54691000,-56.64561000
0.02868652,-41.25230000,-16.82104000
0.02929688,-22.86553000,1.54187100
0.02990723,-16.92696000,7.47829300
0.03051758,-20.04301000,4.36033200
0.03112793,-33.78584000,-9.39353100
0.03173828,-74.11331000,-51.83428000
0.03234863,-74.74884000,-53.13004000
0.03295898,-81.11823000,-56.83597000
0.03356934,-93.55582000,-75.52807000
0.03417969,-82.77690000,-58.37501000
0.03479004,-90.17891000,-57.55948000
0.03540039,-85.61130000,-56.00322000
0.03601074,-87.69645000,-62.11582000
0.03662109,-89.60067000,-60.90130000
0.03723145,-86.22925000,-64.49312000
0.03784180,-87.36348000,-71.09792000
0.03845215,-84.35109000,-64.84926000
0.03906250,-79.25112000,-55.93140000
0.03967285,-77.55309000,-55.33130000
0.04028320,-77.34951000,-54.76794000
0.04089355,-81.34858000,-57.55667000
0.04150391,-90.26497000,-74.96277000
0.04211426,-84.26878000,-58.69056000
0.04272461,-79.52199000,-56.08509000
0.04333496,-83.83083000,-62.68379000
0.04394531,-83.68465000,-58.82253000
0.04455566,-84.85213000,-62.38938000
0.04516602,-87.40672000,-67.89753000
0.04577637,-84.57364000,-60.86851000
0.04638672,-86.08275000,-64.41368000
0.04699707,-87.08203000,-76.36166000
0.04760742,-83.42889000,-70.44533000
0.04821777,-83.41861000,-74.68545000
0.04882813,-65.95734000,-44.62845000
0.04943848,-51.52628000,-29.25353000
0.05004883,-47.68779000,-25.19033000
0.05065918,-52.88400000,-30.09271000
0.05126953,-68.83852000,-45.34310000
0.05187988,-77.99879000,-56.78903000
0.05249023,-79.90099000,-58.54996000
0.05310059,-82.13348000,-61.44543000
0.05371094,-86.61880000,-67.63603000
0.05432129,-82.15469000,-63.05894000
0.05493164,-81.71919000,-57.22916000
0.05554199,-85.01125000,-55.53094000
0.05615234,-86.87628000,-57.91870000
0.05676270,-88.92654000,-67.42117000
0.05737305,-92.85905000,-79.16329000
0.05798340,-86.45351000,-65.33565000
0.05859375,-83.03029000,-61.09004000
0.05920410,-80.79296000,-59.67451000
0.05981445,-77.65530000,-56.93267000
0.06042480,-80.16166000,-56.97233000
0.06103516,-93.44627000,-63.26206000
0.06164551,-92.14920000,-70.78490000
0.06225586,-89.83435000,-76.90672000
0.06286621,-91.39764000,-69.81156000
0.06347656,-87.40882000,-62.42822000
0.06408691,-87.36314000,-62.31344000
0.06469727,-86.30021000,-63.11197000
0.06530762,-84.99902000,-61.90853000
0.06591797,-94.09830000,-62.38259000
0.06652832,-98.80952000,-63.38199000
0.06713867,-90.58531000,-64.38802000
0.06774902,-82.59653000,-67.21773000
0.06835938,-85.23248000,-67.81651000
0.06896973,-90.47939000,-67.12578000
0.06958008,-83.52660000,-58.39662000
0.07019043,-82.40602000,-55.43105000
0.07080078,-95.26241000,-61.14650000
0.07141113,-86.22575000,-60.09388000
0.07202148,-99.40794000,-68.53159000
0.07263184,-86.98330000,-64.90258000
0.07324219,-80.26160000,-61.67685000
0.07385254,-80.54610000,-62.06949000
0.07446289,-89.62921000,-79.87706000
0.07507324,-92.85064000,-73.91254000
0.07568359,-86.41388000,-68.27602000
0.07629395,-83.48080000,-63.28787000
0.07690430,-85.95699000,-63.51703000
0.07751465,-93.27003000,-67.25725000
0.07812500,-85.69663000,-77.28123000
0.07873535,-89.27008000,-75.99191000
0.07934570,-80.71175000,-65.69164000
0.07995605,-77.25219000,-58.80196000
0.08056641,-82.46291000,-61.97050000
0.08117676,-85.05210000,-65.88023000
0.08178711,-89.82356000,-90.34618000
0.08239746,-87.15306000,-62.01796000
0.08300781,-83.71395000,-61.58762000
0.08361816,-87.63029000,-66.76585000
0.08422852,-83.06149000,-68.51672000
0.08483887,-81.51361000,-68.03117000
0.08544922,-85.36399000,-65.04195000
0.08605957,-86.88564000,-59.48920000
0.08666992,-85.64132000,-59.48282000
0.08728027,-91.49326000,-70.49697000
0.08789063,-84.98016000,-66.84119000
0.08850098,-84.92751000,-62.67824000
0.08911133,-69.00834000,-48.89108000
0.08972168,-61.45449000,-39.52587000
0.09033203,-62.68156000,-39.73449000
0.09094238,-72.47903000,-49.25045000
0.09155273,-80.19853000,-64.28936000
0.09216309,-80.48627000,-63.61467000
0.09277344,-84.87306000,-63.22903000
0.09338379,-87.57245000,-71.14879000
0.09399414,-89.50390000,-69.85936000
0.09460449,-90.14160000,-65.29217000
0.09521484,-100.89240000,-68.80559000
0.09582520,-88.50094000,-69.97977000
0.09643555,-93.33782000,-70.10191000
0.09704590,-94.17258000,-75.88372000
0.09765625,-86.39024000,-70.08253000
0.09826660,-86.62627000,-71.97328000
0.09887695,-91.32715000,-68.36771000
0.09948730,-83.18950000,-60.95301000
0.10009766,-74.00863000,-57.19602000
0.10070801,-74.67238000,-61.92822000
0.10131836,-85.43559000,-77.25701000
0.10192871,-91.07257000,-64.59363000
0.10253906,-85.05704000,-64.15647000
0.10314941,-86.03291000,-66.77853000
0.10375977,-90.76100000,-66.60583000
0.10437012,-89.02859000,-67.90868000
0.10498047,-87.51237000,-65.13748000
0.10559082,-86.31564000,-64.86970000
0.10620117,-86.03268000,-70.36937000
0.10681152,-86.95105000,-71.66580000
0.10742188,-87.03144000,-65.80520000
0.10803223,-87.78291000,-62.37631000
0.10864258,-85.30231000,-62.12705000
0.10925293,-83.08040000,-65.42085000
0.10986328,-80.58529000,-68.71069000
0.11047363,-81.88264000,-61.69228000
0.11108398,-91.17126000,-63.82458000
0.11169434,-88.84325000,-71.67708000
0.11230469,-88.42530000,-67.18186000
0.11291504,-84.80501000,-66.46678000
0.11352539,-94.51453000,-66.77843000
0.11413574,-88.65588000,-66.14220000
0.11474609,-92.87159000,-69.82283000
0.11535645,-95.54562000,-68.98106000
0.11596680,-94.26070000,-70.97903000
0.11657715,-89.20450000,-65.94187000
0.11718750,-85.59706000,-64.55865000
0.11779785,-81.47449000,-71.13488000
0.11840820,-80.13668000,-72.00334000
0.11901855,-79.81444000,-58.21721000
0.11962891,-77.16758000,-50.29640000
0.12023926,-76.71405000,-49.78966000
0.12084961,-81.15068000,-57.31985000
0.12145996,-83.93152000,-66.17565000
0.12207031,-85.09919000,-64.68400000
0.12268066,-87.81203000,-63.51085000
0.12329102,-97.62085000,-64.97540000
0.12390137,-96.38156000,-66.55898000
0.12451172,-100.58090000,-65.46752000
0.12512207,-98.05116000,-68.48123000
0.12573242,-90.74525000,-68.69346000
0.12634277,-90.72702000,-67.21465000
0.12695313,-85.92373000,-65.20303000
0.12756348,-84.75394000,-64.79987000
0.12817383,-89.03038000,-67.38746000
0.12878418,-94.99101000,-67.70034000
0.12939453,-84.43307000,-60.97605000
0.13000488,-78.56693000,-57.56622000
0.13061523,-79.34303000,-61.92915000
0.13122559,-88.23796000,-73.54763000
0.13183594,-88.50684000,-69.15152000
0.13244629,-87.60199000,-66.98781000
0.13305664,-83.11675000,-65.09498000
0.13366699,-81.10058000,-63.96285000
0.13427734,-84.23189000,-64.21667000
0.13488770,-91.97430000,-67.74285000
0.13549805,-88.22969000,-82.80635000
0.13610840,-92.14911000,-67.50874000
0.13671875,-92.94652000,-65.08327000
0.13732910,-87.78774000,-63.24631000
0.13793945,-91.20490000,-64.66791000
0.13854980,-91.92939000,-72.14453000
0.13916016,-83.03982000,-71.14236000
0.13977051,-82.93957000,-59.95905000
0.14038086,-88.09421000,-60.23427000
0.14099121,-85.56420000,-67.54094000
0.14160156,-88.62007000,-70.53377000
0.14221191,-100.48440000,-68.19463000
0.14282227,-92.82505000,-68.23003000
0.14343262,-92.25476000,-69.49531000
0.14404297,-91.06139000,-73.99670000
0.14465332,-87.92881000,-68.93783000
0.14526367,-87.71348000,-70.42896000
0.14587402,-99.18980000,-75.21690000
0.14648438,-101.88660000,-73.07124000
