Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-39.36835000,-11.05392000
0.00061035,-46.88141000,-18.57383000
0.00122070,-63.09307000,-34.75039000
0.00183105,-71.77020000,-47.85166000
0.00244141,-77.71266000,-56.74382000
0.00305176,-79.70618000,-56.28751000
0.00366211,-81.16492000,-59.35314000
0.00427246,-75.63210000,-53.88634000
0.00488281,-74.88787000,-52.43987000
0.00549316,-77.34425000,-54.05964000
0.00610352,-81.47432000,-59.27785000
0.00671387,-87.04187000,-65.27685000
0.00732422,-88.35662000,-64.52686000
0.00793457,-99.91638000,-63.79595000
0.00854492,-92.88194000,-66.35345000
0.00915527,-86.02493000,-71.25705000
0.00976563,-84.58646000,-62.52354000
0.01037598,-88.44223000,-74.93806000
0.01098633,-79.60116000,-56.59051000
0.01159668,-78.36910000,-54.80189000
0.01220703,-83.00460000,-57.78156000
0.01281738,-88.12105000,-62.93165000
0.01342773,-85.55297000,-61.91525000
0.01403809,-77.96773000,-54.05581000
0.01464844,-80.19756000,-57.71454000
0.01525879,-89.10679000,-61.72656000
0.01586914,-78.73093000,-53.82694000
0.01647949,-78.79162000,-55.19920000
0.01708984,-86.71046000,-67.30563000
0.01770020,-86.64111000,-74.74013000
0.01831055,-90.40648000,-61.26470000
0.01892090,-82.36907000,-57.13073000
0.01953125,-83.16056000,-57.13637000
0.02014160,-84.45641000,-58.73635000
0.02075195,-83.85878000,-65.51906000
0.02136230,-84.21909000,-70.71725000
0.02197266,-79.53494000,-55.73889000
0.02258301,-77.41296000,-52.77985000
0.02319336,-80.63574000,-56.15958000
0.02380371,-85.45058000,-60.52200000
0.02441406,-85.04475000,-60.32942000
0.02502441,-90.14194000,-72.31100000
0.02563477,-90.62878000,-65.66768000
0.02624512,-86.60605000,-62.62217000
0.02685547,-82.26279000,-64.44479000
0.02746582,-81.04059000,-56.46717000
0.02807617,-84.70058000,-64.33028000
0.02868652,-41.40932000,-17.46765000
0.02929688,-23.02622000,0.94285690
0.02990723,-17.08869000,6.88274300
0.03051758,-20.20865000,3.76286700
0.03112793,-33.97509000,-10.00506000
0.03173828,-78.59157000,-55.05354000
0.03234863,-79.44167000,-55.57930000
0.03295898,-87.29087000,-57.56527000
0.03356934,-77.99030000,-58.84237000
0.03417969,-78.98272000,-57.31104000
0.03479004,-77.68335000,-55.90432000
0.03540039,-83.79242000,-64.90541000
0.03601074,-83.64784000,-59.48000000
0.03662109,-82.14744000,-59.11337000
0.03723145,-86.27234000,-64.59534000
0.03784180,-90.74113000,-82.82906000
0.03845215,-92.68359000,-66.47628000
0.03906250,-89.44633000,-67.19032000
0.03967285,-83.43719000,-59.49521000
0.04028320,-88.47006000,-58.88444000
0.04089355,-87.71114000,-58.68230000
0.04150391,-84.29008000,-57.92133000
0.04211426,-81.85902000,-57.79522000
0.04272461,-82.56226000,-58.85275000
0.04333496,-79.11639000,-55.83084000
0.04394531,-77.96233000,-55.47990000
0.04455566,-81.27417000,-58.98222000
0.04516602,-86.47699000,-66.46550000
0.04577637,-82.44487000,-60.46449000
0.04638672,-79.71032000,-59.28646000
0.04699707,-83.47034000,-66.72811000
0.04760742,-94.42825000,-68.13316000
0.04821777,-90.38828000,-67.14140000
0.04882813,-66.37222000,-44.35698000
0.04943848,-51.27685000,-29.22487000
0.05004883,-47.60973000,-25.58742000
0.05065918,-53.06765000,-31.16481000
0.05126953,-71.22107000,-50.49475000
0.05187988,-86.89296000,-62.86801000
0.05249023,-82.08770000,-59.40700000
0.05310059,-82.33838000,-57.95464000
0.05371094,-86.29488000,-61.08698000
0.05432129,-95.91208000,-64.63103000
0.05493164,-88.88734000,-67.71187000
0.05554199,-83.71589000,-63.18289000
0.05615234,-84.33621000,-63.95659000
0.05676270,-84.58774000,-66.34634000
0.05737305,-83.15430000,-64.25231000
0.05798340,-90.20565000,-72.74107000
0.05859375,-85.96753000,-65.08006000
0.05920410,-82.48531000,-56.65916000
0.05981445,-73.99529000,-48.50153000
0.06042480,-76.14149000,-50.21286000
0.06103516,-95.14091000,-59.99002000
0.06164551,-101.21940000,-62.50605000
0.06225586,-82.87582000,-58.05858000
0.06286621,-80.20164000,-57.20307000
0.06347656,-82.39157000,-58.82178000
0.06408691,-82.96428000,-60.19444000
0.06469727,-82.04459000,-59.87280000
0.06530762,-90.12724000,-62.16491000
0.06591797,-85.65811000,-61.72143000
0.06652832,-85.46027000,-63.13717000
0.06713867,-93.53485000,-83.58562000
0.06774902,-89.61501000,-69.01488000
0.06835938,-89.00613000,-64.11316000
0.06896973,-84.10449000,-57.99850000
0.06958008,-81.30112000,-55.05951000
0.07019043,-85.17604000,-56.78799000
0.07080078,-102.87640000,-65.67345000
0.07141113,-95.19028000,-71.11656000
0.07202148,-86.01729000,-66.34149000
0.07263184,-89.14040000,-71.39388000
0.07324219,-90.09854000,-63.48351000
0.07385254,-84.91769000,-62.25605000
0.07446289,-87.26675000,-65.68522000
0.07507324,-90.99985000,-68.35404000
0.07568359,-100.75820000,-74.74381000
0.07629395,-88.28894000,-63.42888000
0.07690430,-86.37735000,-61.36341000
0.07751465,-88.43504000,-60.94976000
0.07812500,-90.47631000,-62.98618000
0.07873535,-96.61011000,-79.01344000
0.07934570,-87.47511000,-66.24093000
0.07995605,-84.76419000,-64.24490000
0.08056641,-87.01456000,-65.25416000
0.08117676,-92.58790000,-66.67362000
0.08178711,-90.87164000,-68.88017000
0.08239746,-84.69898000,-67.91739000
0.08300781,-87.58538000,-70.50099000
0.08361816,-87.78099000,-66.17147000
0.08422852,-81.76942000,-60.06019000
0.08483887,-81.84454000,-62.72177000
0.08544922,-86.87515000,-75.82107000
0.08605957,-95.49010000,-70.68354000
0.08666992,-88.59673000,-63.59726000
0.08728027,-93.25859000,-72.58707000
0.08789063,-87.47639000,-64.16625000
0.08850098,-86.84956000,-59.15774000
0.08911133,-60.59052000,-36.15769000
0.08972168,-51.45525000,-27.16795000
0.09033203,-51.81415000,-27.58266000
0.09094238,-61.64634000,-37.63085000
0.09155273,-86.51546000,-65.87856000
0.09216309,-90.05562000,-65.57277000
0.09277344,-88.39919000,-61.58451000
0.09338379,-92.85381000,-64.29533000
0.09399414,-87.34721000,-63.82996000
0.09460449,-88.90173000,-63.16629000
0.09521484,-89.08024000,-65.74539000
0.09582520,-100.78150000,-68.47384000
0.09643555,-87.72877000,-62.03144000
0.09704590,-85.16743000,-62.38260000
0.09765625,-87.42038000,-64.95114000
0.09826660,-85.49892000,-69.79056000
0.09887695,-90.45464000,-65.87081000
0.09948730,-85.77626000,-64.56941000
0.10009766,-83.40992000,-68.08422000
0.10070801,-91.76729000,-70.80861000
0.10131836,-88.79973000,-66.63046000
0.10192871,-90.64987000,-68.84587000
0.10253906,-88.96201000,-65.19072000
0.10314941,-90.32053000,-66.01688000
0.10375977,-95.62965000,-73.40470000
0.10437012,-92.06041000,-66.07948000
0.10498047,-87.09052000,-63.43084000
0.10559082,-91.13800000,-68.58497000
0.10620117,-92.85872000,-73.86568000
0.10681152,-91.92547000,-68.22368000
0.10742188,-98.43948000,-68.37401000
0.10803223,-90.67016000,-75.22169000
0.10864258,-89.66328000,-72.91505000
0.10925293,-87.63606000,-60.77257000
0.10986328,-82.40989000,-55.05641000
0.11047363,-83.61240000,-57.46557000
0.11108398,-90.54417000,-69.04479000
0.11169434,-88.68764000,-73.74070000
0.11230469,-98.28091000,-69.09548000
0.11291504,-92.39076000,-64.41693000
0.11352539,-92.88078000,-65.70565000
0.11413574,-102.12990000,-68.60162000
0.11474609,-98.90514000,-75.81299000
0.11535645,-95.73251000,-67.45509000
0.11596680,-96.98965000,-70.61790000
0.11657715,-90.91219000,-76.87622000
0.11718750,-88.89204000,-66.41569000
0.11779785,-83.23763000,-61.07500000
0.11840820,-81.37927000,-59.83125000
0.11901855,-83.28735000,-58.49510000
0.11962891,-71.06425000,-46.79829000
0.12023926,-69.84608000,-45.42170000
0.12084961,-77.09721000,-53.44040000
0.12145996,-88.01700000,-76.00310000
0.12207031,-101.95790000,-82.93983000
0.12268066,-98.35166000,-75.65820000
0.12329102,-92.60467000,-70.04211000
0.12390137,-94.36572000,-66.36491000
0.12451172,-105.17610000,-63.42863000
0.12512207,-99.46562000,-63.76265000
0.12573242,-97.09889000,-65.98931000
0.12634277,-97.02125000,-71.67098000
0.12695313,-91.35506000,-72.44907000
0.12756348,-90.99754000,-105.91780000
0.12817383,-108.46860000,-68.21356000
0.12878418,-95.01820000,-68.71240000
0.12939453,-83.23257000,-60.62229000
0.13000488,-79.21375000,-56.32272000
0.13061523,-83.71174000,-58.65297000
0.13122559,-89.46680000,-63.53769000
0.13183594,-83.80879000,-66.44944000
0.13244629,-82.32771000,-67.54426000
0.13305664,-85.70969000,-64.10483000
0.13366699,-87.16248000,-66.27386000
0.13427734,-88.38471000,-84.33349000
0.13488770,-94.27627000,-79.52245000
0.13549805,-95.50949000,-112.05900000
0.13610840,-99.00923000,-76.89333000
0.13671875,-91.68268000,-76.27314000
0.13732910,-87.07245000,-79.58990000
0.13793945,-90.34523000,-81.02093000
0.13854980,-94.91428000,-79.66811000
0.13916016,-88.36739000,-78.81425000
0.13977051,-90.85237000,-69.57884000
0.14038086,-97.24300000,-68.74503000
0.14099121,-106.74450000,-73.95540000
0.14160156,-97.34581000,-70.82000000
0.14221191,-98.52155000,-74.44066000
0.14282227,-100.43950000,-76.60152000
0.14343262,-96.15093000,-67.92109000
0.14404297,-90.26431000,-64.39005000
0.14465332,-88.53120000,-66.17065000
0.14526367,-91.51536000,-75.03751000
0.14587402,-99.95154000,-77.78101000
0.14648438,-107.50850000,-78.86446000
