Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-40.16150000,-11.31505000
0.00061035,-47.55517000,-18.75313000
0.00122070,-61.70844000,-33.73961000
0.00183105,-73.07990000,-49.50105000
0.00244141,-78.50732000,-56.22454000
0.00305176,-79.58160000,-55.07658000
0.00366211,-78.79919000,-56.21297000
0.00427246,-88.05286000,-66.72656000
0.00488281,-80.62318000,-57.29635000
0.00549316,-82.31622000,-56.71852000
0.00610352,-84.21658000,-59.92905000
0.00671387,-80.42902000,-59.26021000
0.00732422,-81.66802000,-63.05870000
0.00793457,-85.35552000,-62.94620000
0.00854492,-85.04053000,-68.21458000
0.00915527,-76.00571000,-55.88897000
0.00976563,-80.14442000,-63.38082000
0.01037598,-78.08024000,-52.36271000
0.01098633,-75.35237000,-51.81878000
0.01159668,-84.00382000,-64.95183000
0.01220703,-87.06752000,-59.68390000
0.01281738,-83.14171000,-58.63125000
0.01342773,-83.34578000,-56.49338000
0.01403809,-82.12408000,-56.58894000
0.01464844,-81.46980000,-57.60845000
0.01525879,-77.16023000,-53.36188000
0.01586914,-79.60057000,-54.21331000
0.01647949,-86.34523000,-59.27712000
0.01708984,-86.99691000,-60.46788000
0.01770020,-83.12689000,-57.05982000
0.01831055,-80.82813000,-56.81973000
0.01892090,-79.52958000,-57.49438000
0.01953125,-88.40080000,-59.15017000
0.02014160,-91.38836000,-60.84359000
0.02075195,-81.55725000,-62.80045000
0.02136230,-80.44392000,-58.02425000
0.02197266,-88.63806000,-68.99947000
0.02258301,-82.19026000,-58.84516000
0.02319336,-79.95429000,-57.93987000
0.02380371,-86.58536000,-73.54147000
0.02441406,-81.96297000,-59.75258000
0.02502441,-79.25315000,-54.49661000
0.02563477,-77.95111000,-53.19170000
0.02624512,-78.19234000,-52.34719000
0.02685547,-93.63759000,-71.90278000
0.02746582,-81.22955000,-56.22637000
0.02807617,-83.25975000,-60.45770000
0.02868652,-41.42747000,-17.43811000
0.02929688,-23.02999000,0.94573050
0.02990723,-17.08706000,6.88664100
0.03051758,-20.20063000,3.77230300
0.03112793,-33.93792000,-9.96126800
0.03173828,-77.48190000,-51.65097000
0.03234863,-86.86372000,-58.78533000
0.03295898,-78.91801000,-56.04939000
0.03356934,-84.36792000,-56.31512000
0.03417969,-79.79444000,-55.07973000
0.03479004,-77.26622000,-53.95147000
0.03540039,-81.96578000,-58.45275000
0.03601074,-85.39272000,-60.56785000
0.03662109,-87.88949000,-64.17168000
0.03723145,-83.20340000,-58.76183000
0.03784180,-84.45029000,-58.79427000
0.03845215,-92.69082000,-63.81899000
0.03906250,-97.69438000,-68.73125000
0.03967285,-88.06674000,-63.92648000
0.04028320,-84.41075000,-62.89581000
0.04089355,-80.46198000,-57.56337000
0.04150391,-80.00385000,-58.79609000
0.04211426,-82.77470000,-60.61778000
0.04272461,-85.65373000,-58.24101000
0.04333496,-83.02675000,-55.42554000
0.04394531,-77.92718000,-53.48999000
0.04455566,-79.20125000,-55.50999000
0.04516602,-82.35017000,-57.57588000
0.04577637,-88.09628000,-60.76665000
0.04638672,-89.58020000,-72.49265000
0.04699707,-84.33577000,-59.91260000
0.04760742,-99.18736000,-62.81139000
0.04821777,-84.79639000,-62.36002000
0.04882813,-65.23177000,-43.05821000
0.04943848,-51.08886000,-28.89921000
0.05004883,-47.70864000,-25.43826000
0.05065918,-53.36317000,-30.91685000
0.05126953,-70.98118000,-47.34524000
0.05187988,-85.12921000,-62.55753000
0.05249023,-92.81299000,-68.83482000
0.05310059,-92.39288000,-66.28013000
0.05371094,-87.36000000,-63.00703000
0.05432129,-90.70049000,-63.66968000
0.05493164,-96.42403000,-75.24531000
0.05554199,-86.93939000,-66.57727000
0.05615234,-86.50092000,-62.79121000
0.05676270,-87.75375000,-61.07895000
0.05737305,-87.46342000,-60.68967000
0.05798340,-89.78491000,-63.29160000
0.05859375,-105.61360000,-74.92062000
0.05920410,-80.91911000,-59.42354000
0.05981445,-72.78126000,-50.14756000
0.06042480,-75.14330000,-50.98637000
0.06103516,-85.34692000,-57.99243000
0.06164551,-83.42393000,-65.56996000
0.06225586,-84.12293000,-66.92969000
0.06286621,-84.80544000,-65.73936000
0.06347656,-86.08498000,-70.10582000
0.06408691,-86.03311000,-70.25409000
0.06469727,-91.88155000,-69.63060000
0.06530762,-90.11052000,-69.53683000
0.06591797,-86.27128000,-68.10557000
0.06652832,-98.09613000,-73.90759000
0.06713867,-91.15532000,-70.48726000
0.06774902,-95.68626000,-67.17154000
0.06835938,-88.07099000,-62.36098000
0.06896973,-85.26863000,-63.77444000
0.06958008,-82.28352000,-59.20972000
0.07019043,-81.09258000,-56.19022000
0.07080078,-85.78269000,-60.09566000
0.07141113,-88.11848000,-62.03620000
0.07202148,-87.03315000,-60.96031000
0.07263184,-89.00031000,-61.59546000
0.07324219,-87.80176000,-65.26756000
0.07385254,-87.54558000,-71.90845000
0.07446289,-84.62589000,-74.93266000
0.07507324,-81.34172000,-60.79655000
0.07568359,-82.39511000,-60.58862000
0.07629395,-87.47178000,-72.56548000
0.07690430,-104.79780000,-61.13289000
0.07751465,-86.94062000,-58.90219000
0.07812500,-85.52031000,-65.80435000
0.07873535,-84.93339000,-69.52714000
0.07934570,-90.83232000,-68.07736000
0.07995605,-96.28435000,-66.03801000
0.08056641,-91.95291000,-70.24454000
0.08117676,-100.15930000,-69.36301000
0.08178711,-85.19619000,-61.67301000
0.08239746,-81.74390000,-59.48869000
0.08300781,-86.52498000,-65.45238000
0.08361816,-89.68514000,-72.22453000
0.08422852,-88.74210000,-73.81434000
0.08483887,-84.87753000,-66.75793000
0.08544922,-83.79784000,-60.68116000
0.08605957,-85.55561000,-59.77981000
0.08666992,-87.05024000,-61.68024000
0.08728027,-89.24435000,-66.00526000
0.08789063,-87.07615000,-65.82875000
0.08850098,-88.71001000,-61.90756000
0.08911133,-60.76760000,-36.56895000
0.08972168,-51.53513000,-27.31650000
0.09033203,-51.84751000,-27.61223000
0.09094238,-61.85402000,-37.49331000
0.09155273,-93.29041000,-65.32574000
0.09216309,-108.17170000,-78.93660000
0.09277344,-93.52968000,-81.85143000
0.09338379,-88.43718000,-70.37289000
0.09399414,-86.02234000,-64.78993000
0.09460449,-85.37994000,-68.04814000
0.09521484,-96.78078000,-65.34820000
0.09582520,-85.96999000,-70.07744000
0.09643555,-83.74976000,-65.89265000
0.09704590,-96.84838000,-71.97279000
0.09765625,-86.86778000,-64.75156000
0.09826660,-87.83940000,-69.82192000
0.09887695,-98.47308000,-76.93633000
0.09948730,-88.23563000,-70.49300000
0.10009766,-85.10509000,-68.43774000
0.10070801,-86.23213000,-72.47992000
0.10131836,-85.44076000,-71.51707000
0.10192871,-82.79182000,-68.63840000
0.10253906,-83.75993000,-64.29999000
0.10314941,-85.46614000,-61.22813000
0.10375977,-84.14097000,-59.07853000
0.10437012,-87.46235000,-62.21164000
0.10498047,-95.58412000,-66.17625000
0.10559082,-97.97611000,-70.21033000
0.10620117,-90.47479000,-69.54288000
0.10681152,-93.68148000,-66.53191000
0.10742188,-116.40010000,-64.93645000
0.10803223,-108.33370000,-65.44992000
0.10864258,-91.60486000,-68.71999000
0.10925293,-81.59812000,-58.31554000
0.10986328,-76.71124000,-52.42057000
0.11047363,-79.20687000,-54.79427000
0.11108398,-88.52583000,-62.56393000
0.11169434,-90.35947000,-63.53142000
0.11230469,-90.06654000,-69.41821000
0.11291504,-90.75452000,-74.47855000
0.11352539,-94.63531000,-70.49026000
0.11413574,-104.15100000,-65.34601000
0.11474609,-103.50550000,-63.38999000
0.11535645,-99.17799000,-66.55582000
0.11596680,-88.85596000,-66.92809000
0.11657715,-87.30358000,-71.87581000
0.11718750,-87.94510000,-80.23305000
0.11779785,-89.05232000,-81.71004000
0.11840820,-94.24185000,-80.14824000
0.11901855,-78.20151000,-57.38653000
0.11962891,-69.28552000,-47.20566000
0.12023926,-68.90023000,-46.69317000
0.12084961,-77.61427000,-55.68870000
0.12145996,-91.47281000,-64.47643000
0.12207031,-87.08652000,-62.57060000
0.12268066,-90.26786000,-67.01520000
0.12329102,-91.66451000,-67.85675000
0.12390137,-97.69714000,-67.88300000
0.12451172,-87.88132000,-74.13590000
0.12512207,-90.71654000,-97.11092000
0.12573242,-98.98233000,-76.17345000
0.12634277,-96.36155000,-76.95844000
0.12695313,-91.48868000,-81.05856000
0.12756348,-89.01286000,-69.66978000
0.12817383,-90.20602000,-69.59308000
0.12878418,-93.29054000,-70.57353000
0.12939453,-89.25452000,-61.58902000
0.13000488,-84.49367000,-57.62135000
0.13061523,-90.22121000,-63.09573000
0.13122559,-88.63251000,-77.14324000
0.13183594,-92.28321000,-70.68271000
0.13244629,-88.72498000,-72.28378000
0.13305664,-84.83059000,-74.00366000
0.13366699,-88.78173000,-69.91331000
0.13427734,-95.17953000,-68.61247000
0.13488770,-89.28264000,-72.92680000
0.13549805,-85.04856000,-73.88574000
0.13610840,-85.52261000,-69.62575000
0.13671875,-86.72904000,-67.21815000
0.13732910,-87.31049000,-67.88314000
0.13793945,-92.91287000,-69.95317000
0.13854980,-92.84344000,-66.04579000
0.13916016,-89.77927000,-64.97393000
0.13977051,-91.56524000,-66.58334000
0.14038086,-92.37027000,-73.37575000
0.14099121,-93.08297000,-72.81487000
0.14160156,-97.02525000,-74.24697000
0.14221191,-98.24197000,-75.68026000
0.14282227,-93.79594000,-67.72195000
0.14343262,-89.23659000,-68.16909000
0.14404297,-86.90192000,-71.23372000
0.14465332,-86.20179000,-70.98834000
0.14526367,-86.27873000,-63.70610000
0.14587402,-86.05732000,-66.12367000
0.14648438,-88.80374000,-77.03309000
