Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-40.76731000,-11.71598000
0.00061035,-48.51509000,-19.34606000
0.00122070,-65.35938000,-35.86024000
0.00183105,-78.22632000,-60.90480000
0.00244141,-78.02596000,-59.75409000
0.00305176,-78.59383000,-55.10126000
0.00366211,-76.95375000,-53.80232000
0.00427246,-79.30779000,-57.06154000
0.00488281,-83.27603000,-58.78836000
0.00549316,-74.67898000,-52.41630000
0.00610352,-70.46542000,-47.84457000
0.00671387,-71.82729000,-48.48795000
0.00732422,-75.46481000,-50.85842000
0.00793457,-79.28676000,-54.08684000
0.00854492,-85.24687000,-61.43565000
0.00915527,-83.45600000,-68.66716000
0.00976563,-88.98006000,-68.03775000
0.01037598,-76.77660000,-53.43213000
0.01098633,-75.31419000,-51.51190000
0.01159668,-83.69594000,-56.53073000
0.01220703,-90.41464000,-61.73932000
0.01281738,-81.07327000,-55.72938000
0.01342773,-80.35911000,-54.78489000
0.01403809,-81.74018000,-56.89579000
0.01464844,-78.23717000,-54.68561000
0.01525879,-80.77464000,-57.58809000
0.01586914,-89.16714000,-64.94117000
0.01647949,-87.57187000,-64.88299000
0.01708984,-91.97052000,-59.52945000
0.01770020,-82.93692000,-56.17139000
0.01831055,-81.88008000,-58.83643000
0.01892090,-79.88977000,-64.83112000
0.01953125,-80.17232000,-63.51745000
0.02014160,-81.16654000,-58.88190000
0.02075195,-86.12816000,-59.41780000
0.02136230,-97.86213000,-64.74651000
0.02197266,-95.82336000,-67.11185000
0.02258301,-83.34093000,-62.26336000
0.02319336,-79.23749000,-57.50639000
0.02380371,-83.76283000,-61.95503000
0.02441406,-81.63850000,-56.61024000
0.02502441,-76.66780000,-51.33266000
0.02563477,-72.92966000,-48.35094000
0.02624512,-83.10152000,-58.88169000
0.02685547,-82.49470000,-58.17949000
0.02746582,-89.09707000,-68.18870000
0.02807617,-82.96400000,-57.90369000
0.02868652,-41.44120000,-17.50088000
0.02929688,-23.03137000,0.93565850
0.02990723,-17.09034000,6.88026400
0.03051758,-20.20599000,3.76557800
0.03112793,-33.96684000,-10.00037000
0.03173828,-80.01997000,-61.43452000
0.03234863,-86.34480000,-70.35174000
0.03295898,-77.98715000,-51.93241000
0.03356934,-82.96687000,-57.82276000
0.03417969,-89.04669000,-63.84163000
0.03479004,-89.26101000,-68.60060000
0.03540039,-81.69638000,-57.06916000
0.03601074,-78.90303000,-53.75071000
0.03662109,-83.41914000,-55.08099000
0.03723145,-95.30367000,-64.18555000
0.03784180,-86.90174000,-68.27668000
0.03845215,-84.88014000,-64.67835000
0.03906250,-90.14044000,-62.09808000
0.03967285,-85.38074000,-58.80566000
0.04028320,-81.09349000,-56.00990000
0.04089355,-80.47958000,-56.41022000
0.04150391,-83.53112000,-59.65514000
0.04211426,-81.39943000,-59.59187000
0.04272461,-90.69046000,-65.53207000
0.04333496,-87.70408000,-63.01127000
0.04394531,-84.62569000,-61.47486000
0.04455566,-82.62086000,-58.73385000
0.04516602,-84.25853000,-58.15461000
0.04577637,-88.12081000,-61.90098000
0.04638672,-86.85004000,-63.02033000
0.04699707,-90.23769000,-70.95959000
0.04760742,-85.53338000,-59.24120000
0.04821777,-83.62677000,-57.35375000
0.04882813,-66.40948000,-44.99398000
0.04943848,-51.39991000,-29.43261000
0.05004883,-47.67679000,-25.68880000
0.05065918,-53.04359000,-31.15126000
0.05126953,-70.81113000,-49.49398000
0.05187988,-85.67490000,-64.45863000
0.05249023,-89.34528000,-67.15980000
0.05310059,-82.61414000,-58.67548000
0.05371094,-82.33363000,-58.28037000
0.05432129,-87.14524000,-63.91085000
0.05493164,-87.37918000,-68.01859000
0.05554199,-88.25941000,-66.84645000
0.05615234,-84.49953000,-57.90086000
0.05676270,-85.34797000,-57.93343000
0.05737305,-92.37880000,-59.42030000
0.05798340,-91.23684000,-61.06167000
0.05859375,-88.93994000,-63.85258000
0.05920410,-79.62553000,-55.00167000
0.05981445,-74.23041000,-48.25235000
0.06042480,-78.42126000,-51.52998000
0.06103516,-84.73182000,-62.36135000
0.06164551,-82.17851000,-58.62151000
0.06225586,-91.18336000,-69.34292000
0.06286621,-94.02833000,-68.56668000
0.06347656,-92.41415000,-65.49075000
0.06408691,-91.12689000,-67.34023000
0.06469727,-89.06007000,-71.75774000
0.06530762,-85.26448000,-62.86904000
0.06591797,-87.26132000,-69.98749000
0.06652832,-96.65040000,-71.38053000
0.06713867,-95.14420000,-67.33505000
0.06774902,-92.46835000,-70.55603000
0.06835938,-93.70152000,-73.86908000
0.06896973,-86.12115000,-61.76452000
0.06958008,-78.61916000,-57.83031000
0.07019043,-81.20537000,-62.03888000
0.07080078,-88.19072000,-63.87444000
0.07141113,-88.72169000,-63.22232000
0.07202148,-89.93317000,-70.97467000
0.07263184,-88.94472000,-67.48549000
0.07324219,-88.57413000,-62.87627000
0.07385254,-85.73363000,-65.35031000
0.07446289,-85.34334000,-67.84610000
0.07507324,-84.76625000,-69.37903000
0.07568359,-84.72101000,-67.07153000
0.07629395,-85.79419000,-61.98988000
0.07690430,-85.99525000,-60.64700000
0.07751465,-87.16331000,-62.82436000
0.07812500,-89.91691000,-66.27932000
0.07873535,-90.85257000,-71.46273000
0.07934570,-92.26311000,-64.52181000
0.07995605,-89.44043000,-62.71082000
0.08056641,-85.46296000,-61.77372000
0.08117676,-88.52600000,-65.20497000
0.08178711,-92.75639000,-70.69486000
0.08239746,-85.01434000,-67.56029000
0.08300781,-85.04985000,-66.06262000
0.08361816,-88.09631000,-75.20163000
0.08422852,-91.99513000,-72.38223000
0.08483887,-87.18761000,-62.64558000
0.08544922,-88.67263000,-60.81741000
0.08605957,-91.75750000,-63.18246000
0.08666992,-88.82184000,-62.84742000
0.08728027,-88.32246000,-63.75894000
0.08789063,-86.99358000,-69.95061000
0.08850098,-85.62605000,-60.97155000
0.08911133,-59.97487000,-35.95525000
0.08972168,-51.12506000,-27.08401000
0.09033203,-51.67490000,-27.53494000
0.09094238,-62.03742000,-37.45235000
0.09155273,-84.46227000,-62.04568000
0.09216309,-94.21809000,-81.33022000
0.09277344,-85.71323000,-80.33398000
0.09338379,-85.63651000,-71.96735000
0.09399414,-109.07700000,-86.97545000
0.09460449,-92.65351000,-74.73626000
0.09521484,-89.84337000,-70.59584000
0.09582520,-88.62481000,-68.23487000
0.09643555,-90.76973000,-65.72707000
0.09704590,-95.39452000,-65.27568000
0.09765625,-98.81615000,-67.43819000
0.09826660,-88.96925000,-60.81041000
0.09887695,-88.54947000,-59.96125000
0.09948730,-84.18397000,-67.79951000
0.10009766,-81.46756000,-66.36753000
0.10070801,-85.49342000,-62.68966000
0.10131836,-90.46014000,-60.85445000
0.10192871,-89.32990000,-63.41276000
0.10253906,-87.05186000,-63.63026000
0.10314941,-85.90457000,-62.31379000
0.10375977,-83.70482000,-62.63130000
0.10437012,-82.61471000,-64.41070000
0.10498047,-83.85471000,-66.60796000
0.10559082,-85.57529000,-68.77841000
0.10620117,-90.32782000,-71.93970000
0.10681152,-88.53500000,-67.81237000
0.10742188,-87.27729000,-65.17603000
0.10803223,-92.55670000,-67.16251000
0.10864258,-95.94300000,-69.33018000
0.10925293,-86.31306000,-60.42534000
0.10986328,-82.72755000,-54.45780000
0.11047363,-88.44675000,-56.93694000
0.11108398,-92.89464000,-75.14810000
0.11169434,-91.83297000,-70.87469000
0.11230469,-84.55909000,-73.95103000
0.11291504,-82.62633000,-69.22261000
0.11352539,-85.05885000,-71.89085000
0.11413574,-87.47318000,-64.58704000
0.11474609,-89.48547000,-67.60224000
0.11535645,-90.96188000,-72.56319000
0.11596680,-87.91199000,-68.70518000
0.11657715,-87.42576000,-66.13483000
0.11718750,-90.65054000,-67.04837000
0.11779785,-91.86057000,-73.98540000
0.11840820,-96.06462000,-71.79617000
0.11901855,-83.55313000,-60.56667000
0.11962891,-71.72997000,-47.82061000
0.12023926,-70.75636000,-46.75829000
0.12084961,-78.28808000,-55.35159000
0.12145996,-85.43751000,-72.79931000
0.12207031,-88.13278000,-69.46091000
0.12268066,-95.74207000,-76.79907000
0.12329102,-95.49129000,-68.47726000
0.12390137,-96.38148000,-66.67151000
0.12451172,-90.18831000,-72.30928000
0.12512207,-86.62372000,-71.31173000
0.12573242,-88.73130000,-68.34064000
0.12634277,-94.64426000,-64.80096000
0.12695313,-87.59805000,-66.39721000
0.12756348,-89.78824000,-76.10873000
0.12817383,-90.03556000,-73.56197000
0.12878418,-89.65211000,-69.71975000
0.12939453,-85.00996000,-59.33551000
0.13000488,-80.50301000,-55.18533000
0.13061523,-82.25961000,-57.72699000
0.13122559,-91.51535000,-69.47831000
0.13183594,-90.53501000,-80.15175000
0.13244629,-88.26662000,-72.04861000
0.13305664,-91.35359000,-79.45319000
0.13366699,-93.49793000,-70.83183000
0.13427734,-94.36059000,-87.45113000
0.13488770,-85.40580000,-70.81634000
0.13549805,-88.41300000,-75.86890000
0.13610840,-100.73700000,-70.13200000
0.13671875,-89.84189000,-65.55370000
0.13732910,-88.80858000,-65.50155000
0.13793945,-89.64104000,-65.81137000
0.13854980,-95.12466000,-72.15855000
0.13916016,-98.24192000,-75.02158000
0.13977051,-91.51035000,-77.45160000
0.14038086,-89.47096000,-70.70836000
0.14099121,-94.84604000,-70.40661000
0.14160156,-92.90298000,-71.99326000
0.14221191,-90.14924000,-69.48960000
0.14282227,-87.06969000,-74.09258000
0.14343262,-86.47322000,-82.37088000
0.14404297,-88.00270000,-73.67608000
0.14465332,-86.09222000,-74.77026000
0.14526367,-87.03735000,-81.44385000
0.14587402,-91.12702000,-82.11097000
0.14648438,-101.71810000,-78.16157000
