Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-39.87267000,-11.17168000
0.00061035,-47.69907000,-18.87225000
0.00122070,-66.85008000,-36.57934000
0.00183105,-80.92079000,-52.67281000
0.00244141,-73.14338000,-50.03619000
0.00305176,-77.82341000,-55.28768000
0.00366211,-77.10835000,-54.32365000
0.00427246,-78.76170000,-54.82861000
0.00488281,-86.84892000,-60.23956000
0.00549316,-83.28160000,-64.10186000
0.00610352,-77.13047000,-56.17949000
0.00671387,-81.95407000,-56.08646000
0.00732422,-80.35928000,-53.55766000
0.00793457,-93.13275000,-63.84412000
0.00854492,-84.44141000,-62.44857000
0.00915527,-79.67638000,-54.66553000
0.00976563,-80.20188000,-53.34018000
0.01037598,-82.81083000,-60.24625000
0.01098633,-78.05807000,-58.22448000
0.01159668,-77.67416000,-56.05099000
0.01220703,-80.78355000,-57.23171000
0.01281738,-84.27303000,-59.84674000
0.01342773,-77.25369000,-55.78578000
0.01403809,-72.91936000,-50.63180000
0.01464844,-73.23550000,-49.83139000
0.01525879,-75.09912000,-51.89724000
0.01586914,-76.99119000,-55.44561000
0.01647949,-82.77370000,-64.79838000
0.01708984,-91.15765000,-62.17171000
0.01770020,-85.01988000,-58.73648000
0.01831055,-81.25261000,-58.98795000
0.01892090,-81.52625000,-62.17693000
0.01953125,-84.75033000,-63.91214000
0.02014160,-88.11353000,-57.87867000
0.02075195,-82.67732000,-55.55011000
0.02136230,-83.24614000,-59.03735000
0.02197266,-88.70145000,-60.50597000
0.02258301,-80.28265000,-55.13122000
0.02319336,-80.81776000,-54.45288000
0.02380371,-88.98515000,-58.53454000
0.02441406,-85.93311000,-59.84179000
0.02502441,-94.08550000,-66.76195000
0.02563477,-86.39671000,-65.37936000
0.02624512,-84.64008000,-65.90842000
0.02685547,-84.07222000,-57.44442000
0.02746582,-83.49289000,-62.49712000
0.02807617,-85.54102000,-60.50282000
0.02868652,-41.43978000,-17.46414000
0.02929688,-23.03089000,0.94232460
0.02990723,-17.08957000,6.88363300
0.03051758,-20.20597000,3.76547500
0.03112793,-33.96069000,-10.00155000
0.03173828,-81.45043000,-57.48480000
0.03234863,-96.06583000,-67.96468000
0.03295898,-77.49768000,-52.78877000
0.03356934,-86.91795000,-63.77723000
0.03417969,-83.52153000,-61.93071000
0.03479004,-83.85559000,-65.85179000
0.03540039,-85.85292000,-66.27298000
0.03601074,-93.97271000,-62.18044000
0.03662109,-82.44513000,-56.46503000
0.03723145,-81.94329000,-56.30746000
0.03784180,-82.99763000,-56.76856000
0.03845215,-84.15376000,-59.88171000
0.03906250,-86.83362000,-67.15125000
0.03967285,-79.77982000,-56.23450000
0.04028320,-77.54441000,-53.51069000
0.04089355,-83.08444000,-57.49664000
0.04150391,-89.15577000,-65.01765000
0.04211426,-89.57299000,-71.39406000
0.04272461,-83.95374000,-61.87753000
0.04333496,-76.86115000,-54.60382000
0.04394531,-74.85706000,-53.11666000
0.04455566,-77.32462000,-55.64735000
0.04516602,-79.67191000,-56.47269000
0.04577637,-81.44572000,-59.18180000
0.04638672,-86.94073000,-72.14165000
0.04699707,-97.35572000,-64.33030000
0.04760742,-85.52148000,-60.53058000
0.04821777,-85.26018000,-60.85848000
0.04882813,-66.00780000,-44.24359000
0.04943848,-51.12542000,-29.08904000
0.05004883,-47.47516000,-25.35197000
0.05065918,-52.76069000,-30.52953000
0.05126953,-69.14945000,-46.50969000
0.05187988,-92.74712000,-69.63589000
0.05249023,-90.92506000,-77.94590000
0.05310059,-85.81155000,-65.79333000
0.05371094,-83.59038000,-62.67535000
0.05432129,-86.10180000,-68.50414000
0.05493164,-89.21352000,-71.62902000
0.05554199,-88.59661000,-65.85789000
0.05615234,-93.12524000,-68.58518000
0.05676270,-125.47450000,-73.87524000
0.05737305,-94.82304000,-67.27721000
0.05798340,-87.23897000,-59.98663000
0.05859375,-82.43301000,-58.37248000
0.05920410,-81.14493000,-54.68555000
0.05981445,-74.25801000,-48.22710000
0.06042480,-74.92156000,-50.23203000
0.06103516,-81.83081000,-59.53069000
0.06164551,-83.13666000,-59.76822000
0.06225586,-85.70268000,-59.44439000
0.06286621,-92.23909000,-61.45291000
0.06347656,-86.50862000,-62.98020000
0.06408691,-88.64562000,-67.84052000
0.06469727,-93.53300000,-66.60625000
0.06530762,-87.50148000,-61.86352000
0.06591797,-95.89154000,-65.48761000
0.06652832,-96.78247000,-69.72787000
0.06713867,-92.36739000,-68.14864000
0.06774902,-93.82867000,-64.73360000
0.06835938,-109.11980000,-67.20417000
0.06896973,-94.15714000,-85.67642000
0.06958008,-81.59344000,-60.97897000
0.07019043,-82.73257000,-59.34883000
0.07080078,-103.11720000,-70.60271000
0.07141113,-87.18837000,-64.52258000
0.07202148,-84.22570000,-57.54846000
0.07263184,-87.09983000,-58.94558000
0.07324219,-90.33502000,-68.21865000
0.07385254,-83.95604000,-67.61957000
0.07446289,-81.80856000,-65.60342000
0.07507324,-85.99995000,-79.22722000
0.07568359,-85.53622000,-64.88097000
0.07629395,-83.94187000,-64.97018000
0.07690430,-85.87012000,-65.27884000
0.07751465,-87.47743000,-70.75206000
0.07812500,-85.70712000,-73.50940000
0.07873535,-86.05273000,-64.65662000
0.07934570,-90.19863000,-64.72386000
0.07995605,-90.39214000,-67.61167000
0.08056641,-90.19447000,-68.45282000
0.08117676,-92.58789000,-71.13206000
0.08178711,-100.51850000,-79.43772000
0.08239746,-93.79716000,-71.44045000
0.08300781,-85.96835000,-64.45693000
0.08361816,-86.31722000,-62.44198000
0.08422852,-87.78711000,-60.23251000
0.08483887,-86.95621000,-61.83555000
0.08544922,-91.73626000,-70.89408000
0.08605957,-93.69506000,-73.23060000
0.08666992,-94.19265000,-71.50150000
0.08728027,-98.36873000,-69.59904000
0.08789063,-91.20605000,-67.82371000
0.08850098,-82.39292000,-59.27504000
0.08911133,-60.02190000,-35.92235000
0.08972168,-51.18834000,-27.13401000
0.09033203,-51.60794000,-27.58989000
0.09094238,-61.44788000,-37.47401000
0.09155273,-83.49460000,-58.83376000
0.09216309,-85.95282000,-59.61498000
0.09277344,-88.87941000,-62.14577000
0.09338379,-85.55477000,-67.94563000
0.09399414,-83.26060000,-75.42088000
0.09460449,-84.80750000,-76.71240000
0.09521484,-92.94939000,-77.86120000
0.09582520,-91.26930000,-71.23764000
0.09643555,-91.15483000,-69.42301000
0.09704590,-95.66158000,-74.77695000
0.09765625,-104.47320000,-75.80482000
0.09826660,-94.77919000,-86.75063000
0.09887695,-96.39781000,-67.33890000
0.09948730,-89.64439000,-68.22652000
0.10009766,-82.12822000,-68.57494000
0.10070801,-85.21985000,-61.12854000
0.10131836,-84.34875000,-60.52845000
0.10192871,-86.46024000,-65.93388000
0.10253906,-101.73060000,-71.15794000
0.10314941,-96.03761000,-75.94387000
0.10375977,-95.36625000,-69.25820000
0.10437012,-90.58635000,-70.70011000
0.10498047,-85.25742000,-65.78630000
0.10559082,-82.53094000,-60.80108000
0.10620117,-82.71651000,-62.48916000
0.10681152,-85.02757000,-68.73740000
0.10742188,-90.96359000,-67.37437000
0.10803223,-93.46602000,-61.99267000
0.10864258,-92.87610000,-61.27434000
0.10925293,-89.91698000,-57.69506000
0.10986328,-81.02728000,-53.60453000
0.11047363,-81.70021000,-56.23009000
0.11108398,-89.08306000,-62.95581000
0.11169434,-100.01990000,-65.32232000
0.11230469,-112.29620000,-74.53779000
0.11291504,-94.69773000,-83.37165000
0.11352539,-86.82407000,-72.95515000
0.11413574,-85.13572000,-72.46785000
0.11474609,-88.62291000,-68.83187000
0.11535645,-90.75141000,-64.08894000
0.11596680,-85.65616000,-67.63568000
0.11657715,-85.77206000,-69.87321000
0.11718750,-93.89926000,-67.02847000
0.11779785,-90.71852000,-68.02088000
0.11840820,-100.42420000,-70.67682000
0.11901855,-82.42378000,-60.24275000
0.11962891,-71.06525000,-46.91287000
0.12023926,-70.40979000,-45.87252000
0.12084961,-81.58486000,-55.41956000
0.12145996,-88.23295000,-68.98028000
0.12207031,-94.14288000,-68.08130000
0.12268066,-103.78250000,-68.74316000
0.12329102,-94.99519000,-67.42133000
0.12390137,-95.79987000,-68.52290000
0.12451172,-88.28239000,-72.25754000
0.12512207,-85.65734000,-68.69168000
0.12573242,-84.40933000,-64.32664000
0.12634277,-86.98421000,-63.28604000
0.12695313,-93.44796000,-66.58863000
0.12756348,-109.24710000,-67.97890000
0.12817383,-96.46454000,-70.02278000
0.12878418,-90.15145000,-71.08723000
0.12939453,-89.79255000,-63.01275000
0.13000488,-86.40488000,-57.76871000
0.13061523,-90.18407000,-60.20838000
0.13122559,-99.75432000,-69.48791000
0.13183594,-95.83733000,-73.34998000
0.13244629,-92.33612000,-67.55724000
0.13305664,-94.71977000,-63.22368000
0.13366699,-103.77150000,-64.46156000
0.13427734,-91.31965000,-71.11517000
0.13488770,-85.59013000,-71.63876000
0.13549805,-86.36545000,-68.17148000
0.13610840,-91.97037000,-67.67558000
0.13671875,-88.95053000,-68.30383000
0.13732910,-95.05653000,-71.53575000
0.13793945,-97.21956000,-71.39644000
0.13854980,-90.55402000,-79.99467000
0.13916016,-86.19807000,-70.58014000
0.13977051,-83.81703000,-66.04138000
0.14038086,-84.20322000,-73.92335000
0.14099121,-91.78638000,-74.16238000
0.14160156,-95.85487000,-70.36917000
0.14221191,-97.99466000,-69.31074000
0.14282227,-95.09624000,-69.02858000
0.14343262,-85.80286000,-70.88617000
0.14404297,-83.64021000,-74.90766000
0.14465332,-86.73003000,-71.87773000
0.14526367,-90.06143000,-69.84268000
0.14587402,-89.46740000,-74.71389000
0.14648438,-87.01683000,-71.85455000
