Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-40.31062000,-10.35439000
0.00061035,-47.73279000,-17.82010000
0.00122070,-62.20200000,-33.03957000
0.00183105,-76.37943000,-53.26343000
0.00244141,-79.56583000,-53.06577000
0.00305176,-85.98029000,-52.30875000
0.00366211,-76.48707000,-49.33092000
0.00427246,-74.02517000,-49.03833000
0.00488281,-74.65701000,-51.99638000
0.00549316,-76.82806000,-55.89780000
0.00610352,-81.01676000,-59.25331000
0.00671387,-75.10705000,-51.82213000
0.00732422,-76.14587000,-52.86917000
0.00793457,-79.52615000,-54.07691000
0.00854492,-81.91963000,-53.76805000
0.00915527,-84.52654000,-55.63230000
0.00976563,-93.96173000,-64.65468000
0.01037598,-84.92046000,-62.22206000
0.01098633,-99.54663000,-68.29362000
0.01159668,-84.51499000,-59.79738000
0.01220703,-83.35326000,-58.04785000
0.01281738,-84.59798000,-60.79495000
0.01342773,-83.98551000,-64.55177000
0.01403809,-87.00334000,-64.02078000
0.01464844,-97.11391000,-70.77329000
0.01525879,-87.31279000,-70.32196000
0.01586914,-82.38323000,-61.10137000
0.01647949,-83.23178000,-58.04711000
0.01708984,-90.41908000,-61.96385000
0.01770020,-95.61173000,-76.11421000
0.01831055,-88.48244000,-66.29269000
0.01892090,-92.14008000,-68.28442000
0.01953125,-82.86033000,-61.19232000
0.02014160,-84.20856000,-64.82429000
0.02075195,-90.65736000,-61.64360000
0.02136230,-97.21028000,-71.48242000
0.02197266,-79.04992000,-54.01437000
0.02258301,-75.11842000,-50.36530000
0.02319336,-77.95886000,-52.56206000
0.02380371,-87.18185000,-59.10881000
0.02441406,-81.18491000,-54.57664000
0.02502441,-79.64019000,-54.27872000
0.02563477,-78.37994000,-56.29265000
0.02624512,-75.55782000,-54.24366000
0.02685547,-87.51807000,-61.13855000
0.02746582,-85.99044000,-62.29313000
0.02807617,-85.43003000,-61.85780000
0.02868652,-41.33312000,-16.94559000
0.02929688,-22.87943000,1.51765700
0.02990723,-16.93184000,7.46783300
0.03051758,-20.04619000,4.35594100
0.03112793,-33.79371000,-9.37881300
0.03173828,-77.60682000,-50.74147000
0.03234863,-79.14665000,-53.53256000
0.03295898,-78.98907000,-57.06936000
0.03356934,-91.45756000,-65.21094000
0.03417969,-85.52242000,-60.50927000
0.03479004,-77.88299000,-54.90900000
0.03540039,-81.10124000,-61.71902000
0.03601074,-87.46049000,-68.37973000
0.03662109,-82.93777000,-59.70327000
0.03723145,-78.19739000,-54.54192000
0.03784180,-77.66733000,-53.90374000
0.03845215,-81.61903000,-56.86085000
0.03906250,-86.30118000,-61.05545000
0.03967285,-82.71359000,-59.12827000
0.04028320,-76.58472000,-54.28518000
0.04089355,-74.88405000,-51.93706000
0.04150391,-76.52549000,-53.39336000
0.04211426,-86.54175000,-65.20052000
0.04272461,-88.04462000,-62.41653000
0.04333496,-81.47808000,-57.79968000
0.04394531,-82.70920000,-58.93451000
0.04455566,-96.47603000,-61.68609000
0.04516602,-92.90703000,-63.08077000
0.04577637,-88.01939000,-75.06108000
0.04638672,-84.71473000,-67.80916000
0.04699707,-83.45914000,-77.93607000
0.04760742,-84.72520000,-63.92125000
0.04821777,-98.05562000,-65.78568000
0.04882813,-67.33327000,-44.74558000
0.04943848,-51.72575000,-29.14600000
0.05004883,-47.80264000,-25.20380000
0.05065918,-52.97096000,-30.34667000
0.05126953,-69.97390000,-47.33332000
0.05187988,-108.34300000,-68.95445000
0.05249023,-101.42910000,-68.93604000
0.05310059,-95.89215000,-66.95746000
0.05371094,-88.59740000,-83.27865000
0.05432129,-82.99672000,-64.10976000
0.05493164,-85.79556000,-66.85876000
0.05554199,-92.54111000,-63.40025000
0.05615234,-82.52271000,-57.16043000
0.05676270,-81.35753000,-55.87062000
0.05737305,-81.05769000,-55.39741000
0.05798340,-80.59894000,-56.47132000
0.05859375,-82.93512000,-63.66133000
0.05920410,-82.57895000,-73.52840000
0.05981445,-78.65441000,-71.52990000
0.06042480,-81.35733000,-79.34505000
0.06103516,-92.00341000,-67.55997000
0.06164551,-86.54885000,-60.97823000
0.06225586,-85.59795000,-58.89405000
0.06286621,-94.04815000,-68.46918000
0.06347656,-86.27494000,-67.40134000
0.06408691,-78.57594000,-60.22009000
0.06469727,-77.26714000,-58.03858000
0.06530762,-79.10170000,-61.90983000
0.06591797,-90.29301000,-67.30336000
0.06652832,-83.77076000,-57.64029000
0.06713867,-82.11493000,-57.97612000
0.06774902,-83.02525000,-61.59168000
0.06835938,-82.96837000,-60.52896000
0.06896973,-78.97575000,-57.65915000
0.06958008,-82.29237000,-58.79840000
0.07019043,-89.62478000,-57.18238000
0.07080078,-88.28073000,-60.11349000
0.07141113,-100.52540000,-62.41113000
0.07202148,-89.57065000,-60.03790000
0.07263184,-86.48376000,-58.38813000
0.07324219,-87.62007000,-60.54258000
0.07385254,-86.83627000,-66.16106000
0.07446289,-84.49657000,-68.86121000
0.07507324,-87.70625000,-88.10486000
0.07568359,-87.28608000,-65.11995000
0.07629395,-87.08665000,-61.29729000
0.07690430,-84.04636000,-63.78496000
0.07751465,-83.77174000,-80.75397000
0.07812500,-83.92480000,-67.44184000
0.07873535,-87.99698000,-68.27136000
0.07934570,-85.59780000,-63.66447000
0.07995605,-88.56450000,-57.28518000
0.08056641,-87.46649000,-58.89059000
0.08117676,-81.75395000,-64.92828000
0.08178711,-82.52052000,-66.16357000
0.08239746,-84.94751000,-72.40914000
0.08300781,-88.48563000,-63.61874000
0.08361816,-93.87421000,-61.78051000
0.08422852,-94.54627000,-64.75810000
0.08483887,-88.72049000,-70.33149000
0.08544922,-87.90451000,-67.28326000
0.08605957,-93.29301000,-68.31623000
0.08666992,-84.79295000,-63.61449000
0.08728027,-93.60310000,-65.29672000
0.08789063,-92.30479000,-78.19064000
0.08850098,-86.37605000,-77.28576000
0.08911133,-70.76958000,-49.35595000
0.08972168,-62.71270000,-39.58867000
0.09033203,-63.02055000,-39.64257000
0.09094238,-71.55169000,-48.55881000
0.09155273,-84.31777000,-62.53684000
0.09216309,-85.44022000,-62.66290000
0.09277344,-85.32821000,-62.38705000
0.09338379,-89.78975000,-66.93071000
0.09399414,-95.87753000,-75.73376000
0.09460449,-92.10514000,-66.51389000
0.09521484,-85.40335000,-69.34075000
0.09582520,-82.98119000,-66.79330000
0.09643555,-94.37188000,-66.99156000
0.09704590,-89.82671000,-67.59937000
0.09765625,-91.26544000,-64.98369000
0.09826660,-91.13919000,-63.40782000
0.09887695,-89.02057000,-66.27374000
0.09948730,-81.82516000,-67.04123000
0.10009766,-72.93431000,-60.95239000
0.10070801,-73.72433000,-61.11964000
0.10131836,-81.50928000,-64.84181000
0.10192871,-89.75928000,-69.70871000
0.10253906,-95.36732000,-71.02316000
0.10314941,-100.63850000,-69.43629000
0.10375977,-95.67612000,-73.72031000
0.10437012,-101.88880000,-69.32575000
0.10498047,-101.30520000,-70.44379000
0.10559082,-101.69250000,-77.75579000
0.10620117,-87.41414000,-68.73101000
0.10681152,-82.02083000,-69.36874000
0.10742188,-83.64182000,-78.42017000
0.10803223,-86.65496000,-71.79423000
0.10864258,-87.02127000,-68.74097000
0.10925293,-87.43454000,-70.67851000
0.10986328,-94.75135000,-71.97303000
0.11047363,-91.16596000,-67.98484000
0.11108398,-95.58845000,-73.37960000
0.11169434,-91.71169000,-79.44646000
0.11230469,-86.74938000,-70.12708000
0.11291504,-82.78876000,-66.10922000
0.11352539,-82.80092000,-76.78896000
0.11413574,-87.75669000,-70.22112000
0.11474609,-88.00658000,-68.01378000
0.11535645,-88.55225000,-71.15146000
0.11596680,-100.02590000,-73.97525000
0.11657715,-94.35864000,-74.22911000
0.11718750,-90.51619000,-76.16332000
0.11779785,-90.92091000,-87.96174000
0.11840820,-85.81985000,-67.84182000
0.11901855,-80.71298000,-57.76237000
0.11962891,-74.61541000,-50.72241000
0.12023926,-74.86789000,-50.89899000
0.12084961,-84.75220000,-61.75324000
0.12145996,-92.88818000,-67.83715000
0.12207031,-97.02341000,-65.71206000
0.12268066,-92.92580000,-72.43102000
0.12329102,-86.48340000,-71.64038000
0.12390137,-90.06886000,-68.93496000
0.12451172,-92.34585000,-74.59977000
0.12512207,-88.38367000,-78.50475000
0.12573242,-96.00143000,-67.33676000
0.12634277,-89.07796000,-66.67604000
0.12695313,-91.72974000,-71.14775000
0.12756348,-95.81323000,-77.34320000
0.12817383,-90.66302000,-86.47319000
0.12878418,-95.83222000,-68.94956000
0.12939453,-84.26353000,-64.42390000
0.13000488,-80.13656000,-63.86366000
0.13061523,-82.24507000,-69.84480000
0.13122559,-93.84962000,-73.68570000
0.13183594,-94.26861000,-65.91318000
0.13244629,-86.99301000,-64.97182000
0.13305664,-85.28813000,-66.35666000
0.13366699,-85.35902000,-65.98041000
0.13427734,-87.63839000,-68.18068000
0.13488770,-92.09863000,-69.59200000
0.13549805,-90.46256000,-66.48378000
0.13610840,-91.70967000,-67.19743000
0.13671875,-89.38149000,-72.01942000
0.13732910,-86.62571000,-66.24480000
0.13793945,-88.12309000,-66.86754000
0.13854980,-98.61388000,-65.97041000
0.13916016,-86.77472000,-61.20617000
0.13977051,-79.72681000,-56.82994000
0.14038086,-81.60957000,-58.42159000
0.14099121,-88.48256000,-66.29907000
0.14160156,-93.04460000,-77.05270000
0.14221191,-87.90963000,-73.90275000
0.14282227,-88.25998000,-65.09816000
0.14343262,-86.09574000,-62.97398000
0.14404297,-85.99426000,-69.81416000
0.14465332,-93.35982000,-82.32240000
0.14526367,-97.82625000,-70.64632000
0.14587402,-89.32076000,-67.35664000
0.14648438,-88.47961000,-68.42810000
