Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-39.66154000,-10.49527000
0.00061035,-47.16492000,-17.99155000
0.00122070,-62.68631000,-33.71648000
0.00183105,-79.63246000,-56.32256000
0.00244141,-83.41617000,-55.96916000
0.00305176,-78.21513000,-52.86598000
0.00366211,-75.71786000,-55.48023000
0.00427246,-79.27682000,-66.72728000
0.00488281,-82.68735000,-70.22867000
0.00549316,-80.19424000,-57.58247000
0.00610352,-82.53204000,-55.55101000
0.00671387,-96.42663000,-57.45018000
0.00732422,-97.50129000,-57.48446000
0.00793457,-92.02084000,-62.04490000
0.00854492,-85.79169000,-65.24889000
0.00915527,-81.38401000,-57.72581000
0.00976563,-88.77756000,-57.70903000
0.01037598,-82.37357000,-60.94564000
0.01098633,-78.52325000,-59.42207000
0.01159668,-81.74999000,-57.88683000
0.01220703,-92.30859000,-62.14490000
0.01281738,-88.47427000,-60.33530000
0.01342773,-80.42988000,-59.57104000
0.01403809,-79.53793000,-66.23269000
0.01464844,-80.89206000,-73.46668000
0.01525879,-76.49242000,-57.27184000
0.01586914,-74.85345000,-52.90375000
0.01647949,-76.01114000,-54.67020000
0.01708984,-80.93953000,-63.53647000
0.01770020,-90.10112000,-79.79175000
0.01831055,-98.88893000,-67.01450000
0.01892090,-81.09119000,-58.13651000
0.01953125,-76.69887000,-56.15573000
0.02014160,-79.85812000,-61.11544000
0.02075195,-84.19270000,-64.95767000
0.02136230,-78.01802000,-54.64585000
0.02197266,-77.22981000,-52.29620000
0.02258301,-79.89501000,-51.94476000
0.02319336,-84.78642000,-54.75609000
0.02380371,-83.79775000,-56.85780000
0.02441406,-79.99610000,-52.68857000
0.02502441,-90.85372000,-58.75078000
0.02563477,-80.48629000,-57.38000000
0.02624512,-74.81308000,-53.25417000
0.02685547,-76.36604000,-50.97542000
0.02746582,-77.31678000,-51.30212000
0.02807617,-85.19307000,-59.09878000
0.02868652,-41.28791000,-16.87308000
0.02929688,-22.87879000,1.53353900
0.02990723,-16.93572000,7.47413100
0.03051758,-20.05062000,4.35786800
0.03112793,-33.80319000,-9.39816700
0.03173828,-80.57862000,-57.64382000
0.03234863,-83.19156000,-59.43038000
0.03295898,-76.23742000,-53.40451000
0.03356934,-84.29493000,-61.48370000
0.03417969,-78.70047000,-56.43414000
0.03479004,-91.34396000,-63.99473000
0.03540039,-85.74768000,-85.69736000
0.03601074,-84.06104000,-63.32427000
0.03662109,-84.23009000,-60.17122000
0.03723145,-91.36766000,-62.36068000
0.03784180,-92.27898000,-72.14179000
0.03845215,-94.95576000,-76.79053000
0.03906250,-83.40870000,-62.62351000
0.03967285,-83.36243000,-56.54274000
0.04028320,-83.55137000,-54.75916000
0.04089355,-83.88121000,-59.67898000
0.04150391,-82.95803000,-59.34936000
0.04211426,-81.22799000,-54.65461000
0.04272461,-84.89055000,-56.74812000
0.04333496,-88.97414000,-60.81635000
0.04394531,-86.87703000,-58.82829000
0.04455566,-86.91362000,-63.10059000
0.04516602,-87.80481000,-59.86637000
0.04577637,-85.27461000,-63.12350000
0.04638672,-81.67560000,-61.53340000
0.04699707,-81.83368000,-58.61114000
0.04760742,-89.50621000,-59.97128000
0.04821777,-86.28499000,-68.40326000
0.04882813,-65.18291000,-44.47130000
0.04943848,-50.99839000,-29.19777000
0.05004883,-47.14164000,-25.25337000
0.05065918,-52.11300000,-30.28837000
0.05126953,-68.27197000,-46.32513000
0.05187988,-98.87946000,-66.26895000
0.05249023,-86.92043000,-64.44402000
0.05310059,-86.73486000,-66.87423000
0.05371094,-88.27781000,-60.09209000
0.05432129,-83.68797000,-56.79621000
0.05493164,-81.25291000,-57.84695000
0.05554199,-84.41370000,-72.04947000
0.05615234,-86.69289000,-62.13619000
0.05676270,-91.73107000,-60.42052000
0.05737305,-84.27841000,-56.33263000
0.05798340,-84.83993000,-56.14518000
0.05859375,-82.93189000,-58.21795000
0.05920410,-79.77755000,-60.44700000
0.05981445,-75.04521000,-59.94765000
0.06042480,-75.01225000,-69.80283000
0.06103516,-80.98788000,-65.60275000
0.06164551,-124.12780000,-69.98162000
0.06225586,-88.97546000,-62.88788000
0.06286621,-88.51742000,-66.76158000
0.06347656,-90.19637000,-67.74924000
0.06408691,-98.26389000,-76.42972000
0.06469727,-94.26131000,-72.94671000
0.06530762,-86.52032000,-69.09639000
0.06591797,-86.98845000,-61.92319000
0.06652832,-89.59811000,-63.60572000
0.06713867,-84.69086000,-61.41574000
0.06774902,-85.05075000,-60.66025000
0.06835938,-90.01318000,-66.59447000
0.06896973,-88.64112000,-65.74519000
0.06958008,-82.86838000,-58.75401000
0.07019043,-83.20354000,-61.26303000
0.07080078,-82.26173000,-67.23739000
0.07141113,-102.18400000,-67.47986000
0.07202148,-87.81590000,-63.66486000
0.07263184,-86.10641000,-64.76892000
0.07324219,-86.81384000,-69.74685000
0.07385254,-90.93965000,-66.43195000
0.07446289,-97.39700000,-63.72567000
0.07507324,-86.61034000,-58.70287000
0.07568359,-85.37537000,-59.60439000
0.07629395,-89.45169000,-81.31200000
0.07690430,-97.55067000,-68.45451000
0.07751465,-92.51976000,-76.34628000
0.07812500,-101.00020000,-68.46970000
0.07873535,-83.85426000,-66.36291000
0.07934570,-79.48958000,-66.23700000
0.07995605,-79.11094000,-62.46970000
0.08056641,-83.23271000,-64.36046000
0.08117676,-107.28290000,-66.26878000
0.08178711,-81.83253000,-57.92836000
0.08239746,-81.42032000,-55.78558000
0.08300781,-92.84702000,-60.88698000
0.08361816,-113.14670000,-65.75112000
0.08422852,-92.21477000,-69.61834000
0.08483887,-86.54791000,-70.26643000
0.08544922,-83.35861000,-72.27831000
0.08605957,-84.14244000,-66.17234000
0.08666992,-89.07224000,-64.58806000
0.08728027,-88.26096000,-69.41003000
0.08789063,-90.50647000,-78.00531000
0.08850098,-84.75841000,-70.70517000
0.08911133,-68.20615000,-49.26903000
0.08972168,-60.98984000,-39.11980000
0.09033203,-61.88906000,-38.97588000
0.09094238,-71.02942000,-47.33053000
0.09155273,-87.35016000,-61.52034000
0.09216309,-96.76604000,-70.17930000
0.09277344,-86.73843000,-69.13899000
0.09338379,-81.28129000,-62.04089000
0.09399414,-81.24129000,-62.04625000
0.09460449,-81.97008000,-65.34677000
0.09521484,-80.72803000,-68.43085000
0.09582520,-80.71005000,-66.27025000
0.09643555,-84.39857000,-66.11138000
0.09704590,-93.41513000,-66.27718000
0.09765625,-89.29550000,-65.91149000
0.09826660,-87.45767000,-70.30637000
0.09887695,-101.10140000,-73.44588000
0.09948730,-81.99173000,-70.84000000
0.10009766,-74.39496000,-67.45829000
0.10070801,-73.50355000,-72.61955000
0.10131836,-77.78713000,-67.81512000
0.10192871,-83.62160000,-63.80903000
0.10253906,-87.02557000,-65.33557000
0.10314941,-86.31221000,-68.12753000
0.10375977,-86.36252000,-67.82460000
0.10437012,-86.62741000,-67.33926000
0.10498047,-89.16252000,-68.04391000
0.10559082,-105.27930000,-75.57489000
0.10620117,-96.35519000,-70.59396000
0.10681152,-96.91368000,-69.68098000
0.10742188,-89.19408000,-69.49879000
0.10803223,-89.49577000,-69.57014000
0.10864258,-85.68894000,-71.53880000
0.10925293,-89.43295000,-85.78387000
0.10986328,-88.17581000,-72.82630000
0.11047363,-86.16547000,-73.80078000
0.11108398,-83.22781000,-74.05313000
0.11169434,-82.61079000,-63.22363000
0.11230469,-81.18396000,-59.71991000
0.11291504,-80.32162000,-61.47520000
0.11352539,-81.70244000,-68.03646000
0.11413574,-83.64706000,-68.68485000
0.11474609,-88.63705000,-70.94399000
0.11535645,-96.12061000,-74.39620000
0.11596680,-94.23381000,-75.59864000
0.11657715,-96.24076000,-69.93827000
0.11718750,-89.66847000,-65.49388000
0.11779785,-95.84337000,-72.14218000
0.11840820,-89.82347000,-71.97253000
0.11901855,-82.64462000,-60.59363000
0.11962891,-76.31154000,-51.05847000
0.12023926,-75.89230000,-49.88490000
0.12084961,-78.75430000,-58.44920000
0.12145996,-79.13929000,-78.69368000
0.12207031,-83.04932000,-79.16698000
0.12268066,-94.96887000,-66.43680000
0.12329102,-102.00120000,-64.27255000
0.12390137,-99.13417000,-71.70556000
0.12451172,-89.54698000,-67.77821000
0.12512207,-96.15646000,-65.10001000
0.12573242,-94.88223000,-65.96716000
0.12634277,-88.48129000,-68.86418000
0.12695313,-99.69388000,-70.88002000
0.12756348,-108.25990000,-74.19131000
0.12817383,-86.02917000,-66.44461000
0.12878418,-85.07264000,-63.52032000
0.12939453,-96.56290000,-65.62564000
0.13000488,-95.33800000,-66.65648000
0.13061523,-92.89027000,-67.59727000
0.13122559,-86.69025000,-64.59526000
0.13183594,-83.98006000,-65.77160000
0.13244629,-86.30899000,-65.20393000
0.13305664,-89.12622000,-64.13055000
0.13366699,-88.80023000,-66.40504000
0.13427734,-90.25569000,-70.16375000
0.13488770,-90.32289000,-69.71820000
0.13549805,-91.70097000,-70.31554000
0.13610840,-94.49750000,-69.29702000
0.13671875,-92.52139000,-69.46371000
0.13732910,-87.93198000,-72.06842000
0.13793945,-87.05963000,-83.00060000
0.13854980,-87.25265000,-100.92140000
0.13916016,-87.92842000,-68.26642000
0.13977051,-83.58162000,-59.79489000
0.14038086,-82.92701000,-62.78759000
0.14099121,-83.74365000,-83.16011000
0.14160156,-92.52369000,-83.54558000
0.14221191,-91.71933000,-70.55260000
0.14282227,-88.52860000,-74.42540000
0.14343262,-86.73743000,-71.97164000
0.14404297,-86.87844000,-65.68712000
0.14465332,-92.84552000,-64.58022000
0.14526367,-92.26319000,-65.04586000
0.14587402,-91.59892000,-64.96508000
0.14648438,-90.64088000,-67.46925000
