Frequency,Channel B,Channel D
(kHz),(dBu),(dBu)

0.00000000,-40.36372000,-10.61946000
0.00061035,-48.26827000,-18.33299000
0.00122070,-69.11150000,-36.33169000
0.00183105,-75.77095000,-52.52930000
0.00244141,-76.51791000,-52.42282000
0.00305176,-79.65707000,-60.64203000
0.00366211,-79.89112000,-61.56738000
0.00427246,-76.42716000,-58.64676000
0.00488281,-76.32233000,-61.13165000
0.00549316,-85.31721000,-66.63382000
0.00610352,-83.06917000,-57.27296000
0.00671387,-76.94846000,-52.57506000
0.00732422,-75.64439000,-51.56313000
0.00793457,-75.85007000,-53.09044000
0.00854492,-87.10967000,-60.58267000
0.00915527,-79.83205000,-57.07155000
0.00976563,-76.45982000,-62.47429000
0.01037598,-78.54521000,-56.65966000
0.01098633,-80.51574000,-53.01558000
0.01159668,-83.07321000,-55.24660000
0.01220703,-79.77829000,-54.56276000
0.01281738,-79.10811000,-54.19978000
0.01342773,-76.65458000,-51.69077000
0.01403809,-74.92999000,-50.06491000
0.01464844,-77.87894000,-53.82349000
0.01525879,-86.85314000,-59.33712000
0.01586914,-88.59900000,-58.52073000
0.01647949,-95.53680000,-66.61983000
0.01708984,-90.47906000,-64.61388000
0.01770020,-93.56843000,-78.74986000
0.01831055,-85.09293000,-56.60648000
0.01892090,-79.87050000,-53.36152000
0.01953125,-81.20494000,-59.39494000
0.02014160,-79.10130000,-64.85948000
0.02075195,-77.07684000,-55.06047000
0.02136230,-81.85495000,-57.53431000
0.02197266,-83.57295000,-57.25836000
0.02258301,-86.28014000,-56.89995000
0.02319336,-82.66979000,-52.85466000
0.02380371,-89.35108000,-54.80746000
0.02441406,-81.94535000,-57.94098000
0.02502441,-76.61665000,-52.15615000
0.02563477,-81.51170000,-55.38233000
0.02624512,-82.18456000,-57.59759000
0.02685547,-86.31070000,-54.31156000
0.02746582,-78.43117000,-57.26316000
0.02807617,-82.62610000,-62.83498000
0.02868652,-41.30971000,-16.93433000
0.02929688,-22.87085000,1.53046700
0.02990723,-16.93225000,7.47228900
0.03051758,-20.04918000,4.35624200
0.03112793,-33.78070000,-9.37590200
0.03173828,-73.71509000,-50.07824000
0.03234863,-75.76142000,-52.96449000
0.03295898,-81.99318000,-56.60286000
0.03356934,-92.24575000,-65.88115000
0.03417969,-80.28064000,-56.71134000
0.03479004,-91.11937000,-68.69068000
0.03540039,-81.13557000,-58.85365000
0.03601074,-80.62988000,-57.82150000
0.03662109,-89.24392000,-69.17897000
0.03723145,-80.66527000,-59.17578000
0.03784180,-81.80813000,-60.26262000
0.03845215,-85.57822000,-58.53698000
0.03906250,-77.89511000,-56.59588000
0.03967285,-75.65128000,-59.04380000
0.04028320,-77.22784000,-65.85313000
0.04089355,-85.38590000,-76.77315000
0.04150391,-87.83337000,-60.42029000
0.04211426,-80.61402000,-55.57231000
0.04272461,-81.99578000,-58.16411000
0.04333496,-83.81235000,-63.12534000
0.04394531,-84.99213000,-63.96257000
0.04455566,-89.28352000,-63.29227000
0.04516602,-87.49717000,-59.81392000
0.04577637,-82.81816000,-59.59066000
0.04638672,-81.46500000,-59.72932000
0.04699707,-85.42929000,-61.25127000
0.04760742,-84.30196000,-59.49573000
0.04821777,-81.13834000,-56.66806000
0.04882813,-66.40571000,-44.21331000
0.04943848,-51.39333000,-29.25577000
0.05004883,-47.27251000,-25.15344000
0.05065918,-52.09172000,-30.07321000
0.05126953,-67.96368000,-46.60601000
0.05187988,-99.85368000,-63.33863000
0.05249023,-85.59764000,-60.32577000
0.05310059,-82.67595000,-61.50444000
0.05371094,-89.42567000,-72.07298000
0.05432129,-86.56342000,-63.18266000
0.05493164,-80.75795000,-57.84829000
0.05554199,-85.16396000,-59.81521000
0.05615234,-94.74117000,-61.83323000
0.05676270,-87.41264000,-59.59904000
0.05737305,-86.50864000,-58.54872000
0.05798340,-83.58249000,-57.42534000
0.05859375,-82.19833000,-56.90792000
0.05920410,-103.64280000,-60.77393000
0.05981445,-79.63330000,-66.98556000
0.06042480,-86.45654000,-60.94032000
0.06103516,-84.45261000,-59.68504000
0.06164551,-81.77748000,-59.19159000
0.06225586,-83.69250000,-58.98951000
0.06286621,-94.05714000,-62.02967000
0.06347656,-86.30209000,-65.05093000
0.06408691,-83.66882000,-66.07127000
0.06469727,-92.90382000,-72.79419000
0.06530762,-97.11476000,-77.55286000
0.06591797,-83.81154000,-62.94444000
0.06652832,-81.96219000,-62.24564000
0.06713867,-83.83305000,-66.53280000
0.06774902,-86.51630000,-63.89598000
0.06835938,-93.41552000,-60.99767000
0.06896973,-92.90050000,-58.04692000
0.06958008,-83.26364000,-53.11348000
0.07019043,-82.40131000,-52.91218000
0.07080078,-90.09483000,-59.68512000
0.07141113,-94.61410000,-67.51929000
0.07202148,-91.22369000,-70.32671000
0.07263184,-92.94104000,-65.76188000
0.07324219,-90.72686000,-64.91209000
0.07385254,-87.60261000,-66.41995000
0.07446289,-90.75282000,-71.06568000
0.07507324,-93.70003000,-77.45447000
0.07568359,-96.62971000,-71.46741000
0.07629395,-106.41070000,-65.82774000
0.07690430,-94.53300000,-64.40087000
0.07751465,-91.66919000,-69.76443000
0.07812500,-84.87908000,-63.43353000
0.07873535,-86.00493000,-62.26064000
0.07934570,-90.14954000,-67.24525000
0.07995605,-81.73255000,-59.84158000
0.08056641,-83.90709000,-59.69688000
0.08117676,-92.79459000,-60.39215000
0.08178711,-85.69035000,-59.80625000
0.08239746,-84.55663000,-64.24078000
0.08300781,-88.90290000,-83.64498000
0.08361816,-89.97751000,-78.86346000
0.08422852,-85.94052000,-64.62698000
0.08483887,-89.51766000,-67.45399000
0.08544922,-94.26125000,-70.96957000
0.08605957,-89.52457000,-75.21677000
0.08666992,-93.48364000,-71.75391000
0.08728027,-88.65800000,-79.38224000
0.08789063,-83.55186000,-69.02575000
0.08850098,-89.31023000,-77.85420000
0.08911133,-74.12982000,-48.13367000
0.08972168,-64.28237000,-39.26341000
0.09033203,-64.20879000,-39.68701000
0.09094238,-73.42709000,-50.00122000
0.09155273,-94.05237000,-66.43960000
0.09216309,-90.25171000,-62.85875000
0.09277344,-97.26163000,-70.92808000
0.09338379,-88.43802000,-74.34115000
0.09399414,-87.42561000,-75.36296000
0.09460449,-87.62180000,-65.18644000
0.09521484,-84.27536000,-62.38981000
0.09582520,-89.82278000,-65.74899000
0.09643555,-93.47106000,-69.43969000
0.09704590,-87.33746000,-75.89030000
0.09765625,-85.28917000,-67.91798000
0.09826660,-85.27258000,-66.70678000
0.09887695,-86.48121000,-74.55059000
0.09948730,-81.45423000,-72.08218000
0.10009766,-76.57701000,-68.73072000
0.10070801,-79.61650000,-68.72202000
0.10131836,-110.86430000,-69.57198000
0.10192871,-84.20238000,-86.29897000
0.10253906,-84.63126000,-75.01521000
0.10314941,-97.90794000,-72.67135000
0.10375977,-87.31808000,-69.07549000
0.10437012,-92.67326000,-70.40456000
0.10498047,-90.16938000,-66.33474000
0.10559082,-87.16895000,-69.00607000
0.10620117,-96.91304000,-71.02058000
0.10681152,-86.67075000,-64.76498000
0.10742188,-82.89684000,-64.56490000
0.10803223,-83.44238000,-64.92624000
0.10864258,-92.78413000,-71.44624000
0.10925293,-90.63340000,-71.38301000
0.10986328,-83.97720000,-68.88757000
0.11047363,-83.55000000,-71.76720000
0.11108398,-88.62201000,-85.34982000
0.11169434,-96.98341000,-69.51667000
0.11230469,-114.00630000,-66.17809000
0.11291504,-100.49130000,-67.53529000
0.11352539,-89.85291000,-65.73354000
0.11413574,-95.87341000,-65.69651000
0.11474609,-90.40143000,-63.36677000
0.11535645,-87.96215000,-63.72327000
0.11596680,-91.40984000,-65.04887000
0.11657715,-100.50700000,-64.73092000
0.11718750,-99.67101000,-68.65459000
0.11779785,-93.31630000,-79.12023000
0.11840820,-92.49956000,-67.28403000
0.11901855,-87.85123000,-58.41431000
0.11962891,-77.69664000,-50.89808000
0.12023926,-77.05188000,-50.41088000
0.12084961,-86.82830000,-59.84624000
0.12145996,-94.12746000,-76.67784000
0.12207031,-88.82597000,-69.41631000
0.12268066,-88.42520000,-66.69266000
0.12329102,-93.54083000,-63.64724000
0.12390137,-95.77775000,-62.50780000
0.12451172,-93.48641000,-63.71269000
0.12512207,-98.20640000,-67.73139000
0.12573242,-94.42882000,-76.86269000
0.12634277,-87.81259000,-79.21012000
0.12695313,-89.31833000,-73.36453000
0.12756348,-91.34500000,-73.13277000
0.12817383,-91.41516000,-73.87931000
0.12878418,-104.10770000,-75.04195000
0.12939453,-91.11562000,-69.37039000
0.13000488,-104.71690000,-61.90903000
0.13061523,-88.12849000,-64.14453000
0.13122559,-87.69270000,-68.32825000
0.13183594,-90.16418000,-69.36570000
0.13244629,-93.49262000,-71.77857000
0.13305664,-89.93492000,-65.77855000
0.13366699,-85.35751000,-66.40694000
0.13427734,-90.41221000,-72.41812000
0.13488770,-91.50830000,-74.23139000
0.13549805,-96.02641000,-69.47906000
0.13610840,-88.96742000,-66.64281000
0.13671875,-86.61890000,-65.94936000
0.13732910,-93.99800000,-66.11925000
0.13793945,-90.03217000,-67.08342000
0.13854980,-86.74495000,-69.47726000
0.13916016,-80.98964000,-63.81824000
0.13977051,-76.67768000,-57.39116000
0.14038086,-80.92921000,-57.55035000
0.14099121,-87.81073000,-64.21241000
0.14160156,-85.35124000,-72.75423000
0.14221191,-86.23471000,-79.26662000
0.14282227,-91.28619000,-72.42458000
0.14343262,-105.31070000,-71.40115000
0.14404297,-99.92934000,-72.94106000
0.14465332,-97.65514000,-74.10051000
0.14526367,-89.74496000,-74.05865000
0.14587402,-88.55099000,-69.72560000
0.14648438,-90.10115000,-70.70784000
