100,50.000000,0.000000,1.000000
200,50.000000,0.000000,1.000000
300,50.000000,25.750000,1.000000
400,50.000000,25.750000,1.000000
500,50.000000,25.000000,1.000000
600,50.000000,25.000000,1.000000
700,50.000000,25.500000,1.000000
800,50.000000,25.500000,1.000000
900,50.000000,25.000000,1.000000
1000,50.000000,25.000000,1.000000
1100,50.000000,25.750000,0.000000
1200,50.000000,25.750000,0.000000
1300,50.000000,25.750000,0.000000
1400,50.000000,25.750000,0.000000
1500,50.000000,25.500000,0.000000
1600,50.000000,25.500000,0.000000
1700,50.000000,25.500000,0.000000
1800,50.000000,25.500000,0.000000
1900,50.000000,25.500000,0.000000
2000,50.000000,25.500000,0.000000
2100,50.000000,25.500000,0.000000
2200,50.000000,25.500000,0.000000
2300,50.000000,25.500000,0.000000
2400,50.000000,26.000000,0.000000
2500,50.000000,26.000000,0.000000
2600,50.000000,25.000000,0.000000
2700,50.000000,25.000000,0.000000
2800,50.000000,25.750000,0.000000
2900,50.000000,25.750000,0.000000
3000,50.000000,25.750000,0.000000
3100,50.000000,25.750000,0.000000
3200,50.000000,25.500000,0.000000
3300,50.000000,25.500000,0.000000
3400,50.000000,25.750000,0.000000
3500,50.000000,25.750000,0.000000
3600,50.000000,25.250000,0.000000
3700,50.000000,25.250000,0.000000
3800,50.000000,25.250000,0.000000
3900,50.000000,25.250000,0.000000
4000,50.000000,25.250000,0.000000
4100,50.000000,25.250000,0.000000
4200,50.000000,25.250000,0.000000
4300,50.000000,26.000000,0.000000
4400,50.000000,26.000000,0.000000
4500,50.000000,25.000000,0.000000
4600,50.000000,25.000000,0.000000
4700,50.000000,25.000000,0.000000
4800,50.000000,25.000000,0.000000
4900,50.000000,25.750000,0.000000
5000,50.000000,25.750000,0.000000
5100,50.000000,25.500000,0.000000
5200,50.000000,25.500000,0.000000
5300,50.000000,25.750000,0.000000
5400,50.000000,25.750000,0.000000
5500,50.000000,26.000000,0.000000
5600,50.000000,26.000000,0.000000
5700,50.000000,25.500000,0.000000
5800,50.000000,25.500000,0.000000
5900,50.000000,25.500000,0.000000
6000,50.000000,25.500000,0.000000
6100,50.000000,25.750000,0.000000
6200,50.000000,25.750000,0.000000
6300,50.000000,25.750000,0.000000
6400,50.000000,26.000000,0.000000
6500,50.000000,26.000000,0.000000
6600,50.000000,26.000000,0.000000
6700,50.000000,26.000000,0.000000
6800,50.000000,26.250000,0.000000
6900,50.000000,26.250000,0.000000
7000,50.000000,26.000000,0.000000
7100,50.000000,26.000000,0.000000
7200,50.000000,25.500000,0.000000
7300,50.000000,25.500000,0.000000
7400,50.000000,25.500000,0.000000
7500,50.000000,25.500000,0.000000
7600,50.000000,26.000000,0.000000
7700,50.000000,26.000000,0.000000
7800,50.000000,26.250000,0.000000
7900,50.000000,26.250000,0.000000
8000,50.000000,26.000000,0.000000
8100,50.000000,26.000000,0.000000
8200,50.000000,26.250000,0.000000
8300,50.000000,26.250000,0.000000
8400,50.000000,26.250000,0.000000
8500,50.000000,26.000000,0.000000
8600,50.000000,26.000000,0.000000
8700,50.000000,25.500000,0.000000
8800,50.000000,25.500000,0.000000
8900,50.000000,26.250000,0.000000
9000,50.000000,26.250000,0.000000
9100,50.000000,26.250000,0.000000
9200,50.000000,26.250000,0.000000
9300,50.000000,26.000000,0.000000
9400,50.000000,26.000000,0.000000
9500,50.000000,26.000000,0.000000
9600,50.000000,26.000000,0.000000
9700,50.000000,26.500000,0.000000
9800,50.000000,26.500000,0.000000
9900,50.000000,26.250000,0.000000
10000,50.000000,26.250000,0.000000
10100,50.000000,26.500000,0.000000
10200,50.000000,26.500000,0.000000
10300,50.000000,26.500000,0.000000
10400,50.000000,26.500000,0.000000
10500,50.000000,26.500000,0.000000
10600,50.000000,26.250000,0.000000
10700,50.000000,26.250000,0.000000
10800,50.000000,26.500000,0.000000
10900,50.000000,26.500000,0.000000
11000,50.000000,26.500000,0.000000
11100,50.000000,26.500000,0.000000
11200,50.000000,26.250000,0.000000
11300,50.000000,26.250000,0.000000
11400,50.000000,26.500000,0.000000
11500,50.000000,26.500000,0.000000
11600,50.000000,26.500000,0.000000
11700,50.000000,26.500000,0.000000
11800,50.000000,26.500000,0.000000
11900,50.000000,26.500000,0.000000
12000,50.000000,26.250000,0.000000
12100,50.000000,26.250000,0.000000
12200,50.000000,26.750000,0.000000
12300,50.000000,26.750000,0.000000
12400,50.000000,26.750000,0.000000
12500,50.000000,26.750000,0.000000
12600,50.000000,26.750000,0.000000
12700,50.000000,26.750000,0.000000
12800,50.000000,26.750000,0.000000
12900,50.000000,26.500000,0.000000
13000,50.000000,26.500000,0.000000
13100,50.000000,26.750000,0.000000
13200,50.000000,26.750000,0.000000
13300,50.000000,26.750000,0.000000
13400,50.000000,26.750000,0.000000
13500,50.000000,26.750000,0.000000
13600,50.000000,26.750000,0.000000
13700,50.000000,26.500000,0.000000
13800,50.000000,26.500000,0.000000
13900,50.000000,27.000000,0.000000
14000,50.000000,27.000000,0.000000
14100,50.000000,26.500000,0.000000
14200,50.000000,26.500000,0.000000
14300,50.000000,27.000000,0.000000
14400,50.000000,27.000000,0.000000
14500,50.000000,27.000000,0.000000
14600,50.000000,27.000000,0.000000
14700,50.000000,27.000000,0.000000
14800,50.000000,26.500000,0.000000
14900,50.000000,26.500000,0.000000
15000,50.000000,26.500000,0.000000
15100,50.000000,26.500000,0.000000
15200,50.000000,26.750000,0.000000
15300,50.000000,26.750000,0.000000
15400,50.000000,26.750000,0.000000
15500,50.000000,26.750000,0.000000
15600,50.000000,27.000000,0.000000
15700,50.000000,27.000000,0.000000
15800,50.000000,26.750000,0.000000
15900,50.000000,26.750000,0.000000
16000,50.000000,26.750000,0.000000
16100,50.000000,26.750000,0.000000
16200,50.000000,26.750000,0.000000
16300,50.000000,26.750000,0.000000
16400,50.000000,26.750000,0.000000
16500,50.000000,26.750000,0.000000
16600,50.000000,27.000000,0.000000
16700,50.000000,27.000000,0.000000
16800,50.000000,27.000000,0.000000
16900,50.000000,26.750000,0.000000
17000,50.000000,26.750000,0.000000
17100,50.000000,27.000000,0.000000
17200,50.000000,27.000000,0.000000
17300,50.000000,27.250000,0.000000
17400,50.000000,27.250000,0.000000
17500,50.000000,27.250000,0.000000
17600,50.000000,27.250000,0.000000
17700,50.000000,27.250000,0.000000
17800,50.000000,27.250000,0.000000
17900,50.000000,27.500000,0.000000
18000,50.000000,27.500000,0.000000
18100,50.000000,27.500000,0.000000
18200,50.000000,27.000000,0.000000
18300,50.000000,27.000000,0.000000
18400,50.000000,27.250000,0.000000
18500,50.000000,27.250000,0.000000
18600,50.000000,27.250000,0.000000
18700,50.000000,27.250000,0.000000
18800,50.000000,27.750000,0.000000
18900,50.000000,27.750000,0.000000
19000,50.000000,27.250000,0.000000
19100,50.000000,27.250000,0.000000
19200,50.000000,27.500000,0.000000
19300,50.000000,27.500000,0.000000
19400,50.000000,27.000000,0.000000
19500,50.000000,27.000000,0.000000
19600,50.000000,27.000000,0.000000
19700,50.000000,27.500000,0.000000
19800,50.000000,27.500000,0.000000
19900,50.000000,28.000000,0.000000
20000,50.000000,28.000000,0.000000
20100,50.000000,27.750000,0.000000
20200,50.000000,27.750000,0.000000
20300,50.000000,27.750000,0.000000
20400,50.000000,27.750000,0.000000
20500,50.000000,27.750000,0.000000
20600,50.000000,27.750000,0.000000
20700,50.000000,27.250000,0.000000
20800,50.000000,27.250000,0.000000
20900,50.000000,27.500000,0.000000
21000,50.000000,27.500000,0.000000
21100,50.000000,27.750000,0.000000
21200,50.000000,27.750000,0.000000
21300,50.000000,28.000000,0.000000
21400,50.000000,28.000000,0.000000
21500,50.000000,27.500000,0.000000
21600,50.000000,27.500000,0.000000
21700,50.000000,27.500000,0.000000
21800,50.000000,28.000000,0.000000
21900,50.000000,28.000000,0.000000
22000,50.000000,28.000000,0.000000
22100,50.000000,28.000000,0.000000
22200,50.000000,28.000000,0.000000
22300,50.000000,28.000000,0.000000
22400,50.000000,27.750000,0.000000
22500,50.000000,27.750000,0.000000
22600,50.000000,27.500000,0.000000
22700,50.000000,27.500000,0.000000
22800,50.000000,28.000000,0.000000
22900,50.000000,28.000000,0.000000
23000,50.000000,28.000000,0.000000
23100,50.000000,28.000000,0.000000
23200,50.000000,28.000000,0.000000
23300,50.000000,28.000000,0.000000
23400,50.000000,28.000000,0.000000
23500,50.000000,28.000000,0.000000
23600,50.000000,28.000000,0.000000
23700,50.000000,28.000000,0.000000
23800,50.000000,28.000000,0.000000
23900,50.000000,28.000000,0.000000
24000,50.000000,28.000000,0.000000
24100,50.000000,27.750000,0.000000
24200,50.000000,27.750000,0.000000
24300,50.000000,27.750000,0.000000
24400,50.000000,27.750000,0.000000
24500,50.000000,28.250000,0.000000
24600,50.000000,28.250000,0.000000
24700,50.000000,28.250000,0.000000
24800,50.000000,28.250000,0.000000
24900,50.000000,27.750000,0.000000
25000,50.000000,27.750000,0.000000
25100,50.000000,28.250000,0.000000
25200,50.000000,28.250000,0.000000
25300,50.000000,27.750000,0.000000
