Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,600
Base Time Seconds,1764163614
Base Time Fractional,.323221100
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.01904407888651,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500071235001,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.323221100
2,-0.01904118806124,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500071421266,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.405818660
3,-0.01903365924954,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500071495771,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.488420120
4,-0.01903076842427,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500083155930,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.571014940
5,-0.01902381144464,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500083118677,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.653606480
6,-0.019023809582,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500094480813,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.736198780
7,-0.01902265101671,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500117577612,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.818790260
8,-0.01901743747294,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500071533024,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.901380720
9,-0.01901338249445,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500117577612,Volt DC,10,T,4W,F,F,11/26/2025,13:26:54,.983971820
10,-0.01901106163859,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500082969666,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.066571480
11,-0.0190081615001,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500071346760,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.149162920
12,-0.01900468021631,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500048212707,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.231753560
13,-0.01900236681104,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500048287213,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.314343420
14,-0.01899889670312,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500106029212,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.396931920
15,-0.01899600215256,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500025488436,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.479529640
16,-0.01899020560086,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500048473477,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.562137080
17,-0.01898557320237,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500048510730,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.644743860
18,-0.01898383721709,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500014089048,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.727352660
19,-0.01898209750652,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500060021877,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.809959200
20,-0.01897571980953,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500094480813,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.892574600
21,-0.0189734082669,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500083155930,Volt DC,10,T,4W,F,F,11/26/2025,13:26:55,.975181360
22,-0.01897166855633,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500071607530,Volt DC,10,T,4W,F,F,11/26/2025,13:26:56,.057788760
23,-0.01897051185369,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500037111342,Volt DC,10,T,4W,F,F,11/26/2025,13:26:56,.140395360
24,-0.01896644197404,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500082783401,Volt DC,10,T,4W,F,F,11/26/2025,13:26:56,.223000920
25,-0.01896123215556,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500059835613,Volt DC,10,T,4W,F,F,11/26/2025,13:26:56,.305614140
26,-0.01895949617028,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.0500082969666,Volt DC,10,T,4W,F,F,11/26/2025,13:26:56,.388219080
