Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,8600
Base Time Seconds,1764262898
Base Time Fractional,.099247520
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.480665564537,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999764204025,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.099247520
2,-0.4806555211544,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999773144722,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.181861380
3,-0.4806405901909,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999798178673,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.264455340
4,-0.4806312918663,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999832153320,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.347046980
5,-0.4806208312511,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999844074249,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.429637840
6,-0.4806117117405,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999810695648,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.512224160
7,-0.4805988967419,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999798178673,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.594820600
8,-0.4805891215801,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999867916107,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.677404800
9,-0.4805819392204,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999785065651,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.759987520
10,-0.4805721342564,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999761819839,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.842570080
11,-0.4805646240711,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999820232391,Volt DC,10,T,4W,F,F,11/27/2025,17:01:38,.925151700
12,-0.4805535972118,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999854803085,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.007751460
13,-0.4805442988873,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999876856804,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.090351720
14,-0.4805362522602,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999786257744,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.172959620
15,-0.4805292487144,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999774336815,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.255557880
16,-0.4805204868317,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999819040298,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.338155720
17,-0.4805084764957,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999808907509,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.420752300
18,-0.4805008471012,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999761819839,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.503346460
19,-0.4804918169975,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999822616577,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.585948140
20,-0.480486959219,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999808311462,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.668540400
21,-0.4804798662663,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999783277512,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.751131180
22,-0.4804701209068,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999785065651,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.833724760
23,-0.4804629087448,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999835133553,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.916313560
24,-0.4804557859898,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999821424484,Volt DC,10,T,4W,F,F,11/27/2025,17:01:39,.998909540
25,-0.4804494678974,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999821424484,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.081496840
26,-0.4804446399212,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999761819839,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.164082440
27,-0.4804361462593,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999856591225,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.246665720
28,-0.4804312884808,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999854207039,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.329256580
29,-0.4804244041443,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999819636345,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.411848320
30,-0.480416148901,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999829769135,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.494429900
31,-0.4804080724716,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999888181686,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.577039000
32,-0.4804024398327,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999821424484,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.659640560
33,-0.4803956151009,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999776124954,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.742241380
34,-0.4803898632526,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999823212624,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.824849880
35,-0.4803846180439,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999811291695,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.907449060
36,-0.4803766906261,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999870896339,Volt DC,10,T,4W,F,F,11/27/2025,17:01:40,.990050360
37,-0.4803723990917,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999810099602,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.072646880
38,-0.4803654849529,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999798774719,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.155243680
39,-0.4803614020348,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999856591225,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.237845860
40,-0.4803553819656,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999819040298,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.320441640
41,-0.4803503453732,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999855995178,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.403036000
42,-0.4803457260132,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999821424484,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.485629820
43,-0.4803414642811,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999807715416,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.568222480
44,-0.4803375303745,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999889969826,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.650813860
45,-0.480333596468,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999798774719,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.733405380
46,-0.4803339242935,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999772548676,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.816004280
47,-0.480327218771,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999798774719,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.898594300
48,-0.4803242683411,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999832749367,Volt DC,10,T,4W,F,F,11/27/2025,17:01:41,.981183960
49,-0.4803179502487,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.5999856591225,Volt DC,10,T,4W,F,F,11/27/2025,17:01:42,.063771960
