Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,4200
Base Time Seconds,1763395215
Base Time Fractional,.889252160
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-0.259912610054,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000124603510,Volt DC,1,T,4W,F,F,11/17/2025,16:00:15,.889252160
2,-0.2599109113216,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000126391649,Volt DC,1,T,4W,F,F,11/17/2025,16:00:15,.971847360
3,-0.259908169508,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000121772289,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.054437320
4,-0.259905308485,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000124454498,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.137034380
5,-0.2599040865898,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119239092,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.219625740
6,-0.2599040865898,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000125050545,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.302213820
7,-0.259899944067,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000128775835,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.384802660
8,-0.2598994076252,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000118941069,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.467391740
9,-0.2598959207535,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000116556883,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.549987140
10,-0.2598959803581,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000122815371,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.632575540
11,-0.2598936259747,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000121325254,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.715162920
12,-0.2598883807659,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119835138,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.797751360
13,-0.2598878145218,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000117748976,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.880339200
14,-0.2598866224289,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000117599964,Volt DC,1,T,4W,F,F,11/17/2025,16:00:16,.962934060
15,-0.2598804235458,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119835138,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.045519600
16,-0.2598786056042,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000122815371,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.128106300
17,-0.2598803341389,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000125050545,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.210694360
18,-0.2598802149296,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119388103,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.293280240
19,-0.2598757147789,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000121474266,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.375887080
20,-0.2598733901978,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000118196011,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.458494600
21,-0.2598733901978,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000124007463,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.541108480
22,-0.2598710358143,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000122368336,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.623713260
23,-0.2598703801632,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000118643045,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.706319120
24,-0.2598709762096,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000116258860,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.788925860
25,-0.2598704993725,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000116109848,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.871531260
26,-0.2598715722561,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119835138,Volt DC,1,T,4W,F,F,11/17/2025,16:00:17,.954137260
27,-0.2598709762096,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000124305487,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.036743880
28,-0.2598686516285,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000128775835,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.119352460
29,-0.2598750293255,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000123262405,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.201968960
30,-0.2598779797554,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000121325254,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.284576740
31,-0.2598768174648,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000116705894,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.367183920
32,-0.259877383709,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119835138,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.449790460
33,-0.2598768472672,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000113576651,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.532396860
34,-0.2598762214184,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000118941069,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.615011580
35,-0.2598768472672,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000125050545,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.697618100
36,-0.2598797678947,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000125050545,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.780203940
37,-0.25988265872,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000121474266,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.862791260
38,-0.2598837614059,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000122070313,Volt DC,1,T,4W,F,F,11/17/2025,16:00:18,.945378060
39,-0.2598860859871,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000123560429,Volt DC,1,T,4W,F,F,11/17/2025,16:00:19,.027974700
40,-0.2598889172077,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119388103,Volt DC,1,T,4W,F,F,11/17/2025,16:00:19,.110562600
41,-0.2598913609982,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000126093626,Volt DC,1,T,4W,F,F,11/17/2025,16:00:19,.193150380
42,-0.2598976790905,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000123560429,Volt DC,1,T,4W,F,F,11/17/2025,16:00:19,.275737920
43,-0.2598971128464,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000123560429,Volt DC,1,T,4W,F,F,11/17/2025,16:00:19,.358327940
44,-0.2599027752876,Amp DC,1,5.5,F,F,F,F,F,F,Front,F,Main,0.2000119239092,Volt DC,1,T,4W,F,F,11/17/2025,16:00:19,.440917280
