Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,3200
Base Time Seconds,1765887258
Base Time Fractional,.331251980
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-2.201541727463e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999242722988,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.331251980
2,-2.200939743985e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999322891235,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.413835260
3,-2.202317181526e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999356567860,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.496434220
4,-2.204728234357e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999276399612,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.579033560
5,-2.201229286975e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999369978905,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.661644860
6,-2.197927310439e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999358355999,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.744243180
7,-2.202935989701e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999288618565,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.826836660
8,-2.203007566009e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999298751354,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.909428780
9,-2.204800938897e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999298155308,Volt DC,10,T,2W,F,F,12/16/2025,12:14:18,.992023860
10,-2.202747996432e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999340772629,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.074619960
11,-2.200681568847e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999367296696,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.157226760
12,-2.199842255231e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999264478683,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.239831440
13,-2.202741098065e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999321401119,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.322429140
14,-2.199256983114e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999333918095,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.405028860
15,-2.196801264079e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999239444733,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.487617180
16,-2.204816629492e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999368786812,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.570215460
17,-2.197357320834e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999367892742,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.652818580
18,-2.201996814886e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999332427979,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.735414400
19,-2.200760913374e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999299645424,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.818005900
20,-2.198033418258e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999392032623,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.900606400
21,-2.196443453473e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999347329140,Volt DC,10,T,2W,F,F,12/16/2025,12:14:19,.983191660
22,-2.196927211254e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999324083328,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.065783620
23,-2.19829884041e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999231696129,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.148354620
24,-2.202599163328e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999333620071,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.230951420
25,-2.199225194389e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999311268330,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.313542280
26,-2.20307523288e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999300837517,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.396140300
27,-2.201247712807e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999264776707,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.478721720
28,-2.200393231591e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999339878559,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.561327080
29,-2.203469120229e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999285042286,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.643925940
30,-2.200660408863e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999334514141,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.726521720
31,-2.199503156878e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999300241470,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.809118340
32,-2.199694581243e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999310374260,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.891717640
33,-2.199781195764e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999403059483,Volt DC,10,T,2W,F,F,12/16/2025,12:14:20,.974309020
34,-2.202267972051e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999322891235,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.056897240
35,-2.201840502828e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999366104603,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.139487460
36,-2.199185982815e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999355673790,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.222086020
37,-2.199820779784e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999298751354,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.304679560
38,-2.193971640067e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999276995659,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.387290480
39,-2.200966122583e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999288618565,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.469893280
40,-2.196774355219e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999263882637,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.552491300
41,-2.200129600867e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999298751354,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.635088000
42,-2.200769237418e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999283850193,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.717679720
43,-2.200127347871e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999344050884,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.800277860
44,-2.200572893781e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999357163906,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.882866340
45,-2.197695234195e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999343454838,Volt DC,10,T,2W,F,F,12/16/2025,12:14:21,.965464300
46,-2.193056790288e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999369382858,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.048069380
47,-2.199787642069e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999321401119,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.130673340
48,-2.198499048918e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999263882637,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.213283840
49,-2.195366524169e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999357163906,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.295870400
50,-2.202307802525e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999322891235,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.378471160
51,-2.196551209882e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999379813671,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.461054540
52,-2.201258707007e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999377727509,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.543646940
53,-2.198074177884e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999355673790,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.626231380
54,-2.196617377522e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999309778214,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.708820860
55,-2.199436121276e-05,Watt DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,0.4999331831932,Volt DC,10,T,2W,F,F,12/16/2025,12:14:22,.791405880
